,Age,Condition,Date,Drug,DrugId,EaseofUse,Effectiveness,Reviews,Satisfaction,Sex,Sides,UsefulCount
251358,65-74,Fever,7/6/2013,acetaminophen,362,5,5,"I think your drug is misclassified.
I took it for a fever, but I stopped all other
prostate supplement, and drugs.  Only used 1/2 the amount for 105 deg. temperature. and 105 blood pressure. It helped my prostate, also.  
I believe this is a big problem and should rectified.
All anti-inflammable drugs and supplements should be regulated to show these anti-inflammable happenings in the human body.
NSAIDS have destroyed my body, but I stopped them all, including Tylenol and my body has responded favorably. Please help the human race and make these changes.",1,Male,This drug usually has no side effects.,1
251364,45-54,Backache,3/5/2013,acetaminophen,362,4,4,Works for me.,4,Female,This drug usually has no side effects.,7
251372,45-54,Backache,2/28/2013,acetaminophen,362,4,3,"BACK AND NECK PAIN,HAD SURG ON LOW BACK, STILL HAVE THE SAME PAIN, PAIN MEDICATION OF HYRO 5.325 2 4 TIMES DAILY",3,Female,This drug usually has no side effects.,4
251379,35-44,Muscle Pain,2/18/2013,acetaminophen,362,4,3,"i have fibromyalgia, 4 herniated discs in lower back from L1-L5 and a torn something, (ligament or tendon) that goes to my sacrial tailbone since april 0f 2012. Ive treid cortisone shots, ect...muscle spasms and burning everyday, allday in my lower back. numbness in both feet. also have a buldging disk at my neck, and my hands go numb and tingly. nNothing os working, I care rarely get a good nights sleep, from waking up to pain. ",1,Female,This drug usually has no side effects.,1
251386,25-34,Backache,1/24/2013,acetaminophen,362,5,5,works great for back pain,5,Male,This drug usually has no side effects.,7
251394,25-34,Migraine Headache,1/7/2013,acetaminophen,362,5,5, ,5,Male,This drug usually has no side effects.,0
251395,19-24,Head Pain,10/30/2012,acetaminophen,362,5,5,Released all pain...,5,Female,This drug usually has no side effects.,1
251401,25-34,Backache,8/25/2012,acetaminophen,362,5,5, ,5,Male,This drug usually has no side effects.,4
251402,75 or over,Joint Damage causing Pain and Loss of Function,8/2/2012,acetaminophen,362,5,2,i felt fuzzy,2,Male,This drug usually has no side effects.,1
251406,55-64,Backache,7/7/2012,acetaminophen,362,3,3,WORKS QUICKLY,3,Female,This drug usually has no side effects.,5
251407,25-34,Pain,6/30/2012,acetaminophen,362,5,4,I prescribe this OTC drug to my patients who have a minor fever and/or aches and pains.,5,Male,This drug usually has no side effects.,0
251410,65-74,Pain associated with Arthritis,4/20/2012,acetaminophen,362,5,5, ,5,Male,This drug usually has no side effects.,1
251411,55-64,Muscle Pain,12/14/2011,acetaminophen,362,3,1,didnt work to help problem,1,Female,This drug usually has no side effects.,0
251414,65-74,Other,10/8/2011,acetaminophen,362,5,3,"insect (scorpion?) bite on elbow @ 4 am, didn't see it, knew it wasn't centipede bcuz vinegar wld fix it, took ibuprofen & no eff., swelling next day, - waited two days b4 chkg comp. WebMD - took pill immed. @ 9 pm...too soon to tell effectiveness...",3,Male,This drug usually has no side effects.,0
251415,55-64,Other,8/16/2011,acetaminophen,362,1,1,Something happens to my liver function indicating that I am drinking alcohol.  Why?,1,Female,This drug usually has no side effects.,0
251418,65-74,Other,4/22/2011,acetaminophen,362,1,1,"I clicked difficult for ease of use because my cursor wouldn't click on any other option. This product does nothing for me for any condition, and even if it did, I would  not risk the liver damage it causes.",1,Female,This drug usually has no side effects.,0
251421,55-64,Toothache,3/20/2011,acetaminophen,362,4,2,"toothache,s  still there however, it;s not as bad.  i  ",2,Female,This drug usually has no side effects.,0
251422,55-64,Joint Damage causing Pain and Loss of Function,3/4/2011,acetaminophen,362,4,4,help me to sleep.,3,Male,This drug usually has no side effects.,4
251427,65-74,Pain associated with Arthritis,12/20/2010,acetaminophen,362,5,5,Acetaminophen seems to be more affective than Advil or Aleav for my hip pain.  ,5,Male,This drug usually has no side effects.,4
251428,45-54,Painful Periods,12/1/2010,acetaminophen,362,5,5, ,5,Male,This drug usually has no side effects.,0
251432,19-24,Backache,11/23/2010,acetaminophen,362,5,1,nothing,1,Female,This drug usually has no side effects.,1
251433,65-74,Backache,11/6/2010,acetaminophen,362,4,3,quick relief,4,Female,This drug usually has no side effects.,5
251436,75 or over,Pain,9/9/2010,acetaminophen,362,3,3, ,3,Female,This drug usually has no side effects.,0
251437,55-64,Joint Damage causing Pain and Loss of Function,9/5/2010,acetaminophen,362,4,3, ,3,Female,This drug usually has no side effects.,1
251440,75 or over,Pain associated with Arthritis,9/2/2010,acetaminophen,362,5,5,I am on 1000 mg every six hours and it has completely eliminated all of the pains  of arthritis. My physician prescribed this for me over a year ago.  No side affects.,5,Male,This drug usually has no side effects.,7
251443,75 or over,Joint Damage causing Pain and Loss of Function,8/24/2010,acetaminophen,362,5,1,Not really doing good with the PAIN,2,Male,This drug usually has no side effects.,1
251444,55-64,Other,8/20/2010,acetaminophen,362,1,1,"I personally cannot take Tylenol or anything with acetaminophen.  It makes me very nervous, shaky, my heart races and I cannot sleep.  Acetaminophen is in many medications, OTC and prescription, so I'm limited to what I can be given.  ",1,Female,This drug usually has no side effects.,0
251447,65-74,Head Pain,8/13/2010,acetaminophen,362,5,3,I do not get much relief of headaches with acetaminophen tho it is better than nothing but not very much.,3,Female,This drug usually has no side effects.,1
251450,35-44,Other,8/11/2010,acetaminophen,362,5,2,"I am healing a radial head fracture (broken elbow).I was on a prescription pain med containing 850mg of Acetaminophen 3 times daily for 10 days, ran out and began using OTC version as needed (500-1000mg 1-2 times daily) til my cast was removed.  Now that I'm having to move both my elbow and wrist I'm in worse pain than before.  While waiting to hear back from the Orthopedists office I started taking 1500mg of OTC Acetaminophen  every 3 to 4 hours.  Both during the scrip and especially now on the OTC, my stomach hurts!  Everything I've read says it shouldn't cause stomach upset.  I cut back to 1000mg every 4 hours but still have a sour stomach.  I can not take NSAIDS due to being on daily anti-inflammatories for arthritis.

I've taken a few doses at a time over many years for back pain or headaches, but never had this sour stomach.",2,Female,This drug usually has no side effects.,0
251451,3-6,Backache,8/3/2010,acetaminophen,362,3,2,dgff,4,Female,This drug usually has no side effects.,0
251460,65-74,Joint Damage causing Pain and Loss of Function,6/27/2010,acetaminophen,362,2,2,my swollen balls no longer hurt,3,Male,This drug usually has no side effects.,0
251461,25-34,Pain,6/25/2010,acetaminophen,362,5,1,"After being diagnosed with a topical stress fracture of my left foot, I was instructed to take Tylenol every four hours.  For the first day it seemed to cut a bit of the edge off but in all honesty, didn't do crap for the pain when standing or moving around at all, am returning to the doctor for a follow up soon and to ask for something stronger dagnabbit.",1,Female,This drug usually has no side effects.,1
251469,19-24,Pain,5/18/2010,acetaminophen,362,5,1, ,2,Female,This drug usually has no side effects.,0
251470, ,Muscle Pain,5/11/2010,acetaminophen,362,5,5,cAN IT BE USED AT THE SAME TIME AS NAPROXEN,5,Male,This drug usually has no side effects.,2
251473,45-54,Painful Periods,5/2/2010,acetaminophen,362,4,4,"I use Tylenol with Codeine #3 for old sports injuries such as separated tendons in the elbow, a broken upper arm “humerus”, blown out knee, ankle, and back pain from heavy lifting at work all though that has subsided since I work behind a desk now. Understand not all happen at same time, and most of the time it is my tendons that kill. But I have been taking Tylenol #3 for up to six years at four or less a day it works great.   ",4,Male,This drug usually has no side effects.,0
251476, ,Pain,4/22/2010,acetaminophen,362,2,5, ,2, ,This drug usually has no side effects.,0
251477,45-54,Other,4/19/2010,acetaminophen,362,1,1,Can 500g be taken with vicoden 5/500,1,Female,This drug usually has no side effects.,0
251480,75 or over,Backache,3/26/2010,acetaminophen,362,5,5,it works better then any other over the counter med.,5,Female,This drug usually has no side effects.,2
251481,35-44,Pain,3/24/2010,acetaminophen,362,5,4,it showed as positive for meth,4,Male,This drug usually has no side effects.,0
251484,45-54,Backache,3/2/2010,acetaminophen,362,1,1,FOUND ON CHILD,1,Male,This drug usually has no side effects.,0
251487,13-18,Pain,12/9/2009,acetaminophen,362,5,4, ,4,Male,This drug usually has no side effects.,1
251488, ,Muscle Pain,12/8/2009,acetaminophen,362,5,4, ,5, ,This drug usually has no side effects.,1
251492,65-74,Head Pain,11/30/2009,acetaminophen,362,5,2,"very satisfied, but still have a head ache problem problem, I am waiting for a possible surgery on cervical 3-7, damage done in 2003",5,Male,This drug usually has no side effects.,5
251493,45-54,Joint Damage causing Pain and Loss of Function,11/11/2009,acetaminophen,362,2,2,pain,2,Female,This drug usually has no side effects.,1
251496,55-64,Backache,10/19/2009,acetaminophen,362,5,5,i have taken it over 14yrs for back pain and it is very effective for me.,5,Female,This drug usually has no side effects.,2
251499,25-34,Head Pain,10/10/2009,acetaminophen,362,5,1,"Acetaminophen does nothing for my headaches. It's good for fevers, and that's about it.  It does not help swelling go down like aspirin or IB. AND acetaminophen is NOT as safe as most people think it is!!  If you take it a lot it causes liver damage and ulcers (that's holes in your stomach people!).  If you take it with alcohol it causes liver damage so don't take it to prevent a hangover.  If you take it in high doses for a long time it can worsen arthritis when you get older.  Just some warnings since people seem to think they can use as much as they want.",1,Female,This drug usually has no side effects.,21
251500, ,Pain,10/1/2009,acetaminophen,362,1,1,"i gain no refief from this  treatment,and it also causes me to have stomache pain.                                                       ",1,Female,This drug usually has no side effects.,0
251503,35-44,Backache,8/19/2009,acetaminophen,362,1,1,does not help,1,Female,This drug usually has no side effects.,0
251506,35-44,Joint Damage causing Pain and Loss of Function,8/18/2009,acetaminophen,362,4,2, ,4,Female,This drug usually has no side effects.,1
251507,75 or over,Pain associated with Arthritis,8/6/2009,acetaminophen,362,5,5,taking 1300 three times a day and have no pain whatsoever,5,Female,This drug usually has no side effects.,1
251510,55-64,Backache,7/13/2009,acetaminophen,362,5,5, ,5,Female,This drug usually has no side effects.,0
251513,65-74,Pain associated with Arthritis,7/3/2009,acetaminophen,362,3,3, ,3,Female,This drug usually has no side effects.,0
251514,13-18,Other,6/29/2009,acetaminophen,362,3,3,it was alright,3,Male,This drug usually has no side effects.,0
251517,65-74,Pain associated with Arthritis,6/9/2009,acetaminophen,362,5,3, ,3,Female,This drug usually has no side effects.,0
251518,35-44,Head Pain,5/28/2009,acetaminophen,362,5,4, ,4,Female,This drug usually has no side effects.,7
251521, ,Other,1/25/2009,acetaminophen,362,5,5, ,5, ,This drug usually has no side effects.,0
251522,13-18,Head Pain,1/12/2009,acetaminophen,362,5,5,my auntie sez i should not take more than two tylenol every four hours i have been taking two to four every four hours my head is killing me ,1,Male,This drug usually has no side effects.,3
251525,13-18,Head Pain,11/30/2008,acetaminophen,362,5,5, ,5,Female,This drug usually has no side effects.,0
251526,25-34,Pain,11/27/2008,acetaminophen,362,5,2, ,1,Female,This drug usually has no side effects.,1
251532,65-74,Pain associated with Arthritis,10/15/2008,acetaminophen,362,5,2, ,2,Male,This drug usually has no side effects.,1
251533,55-64,Head Pain,7/19/2008,acetaminophen,362,2,2, ,1,Female,This drug usually has no side effects.,3
251539,25-34,Toothache,6/26/2008,acetaminophen,362,5,1,this medication does not work. still feel very intense pain,1,Male,This drug usually has no side effects.,5
251540,35-44,Toothache,5/24/2008,acetaminophen,362,5,3, ,3,Male,This drug usually has no side effects.,0
251550, ,Backache,4/29/2008,acetaminophen,362,4,4,Good drug,4, ,This drug usually has no side effects.,1
251551,55-64,Pain associated with Arthritis,4/23/2008,acetaminophen,362,5,5,"I have osteoarthritis as well as GERD. I had been on prescribed meds for the pain in my knees, back and hands with all kinds of side effects not to mention the expense. I tried arthritis strength acetaminophen and what a difference! It lasts all day, is less espensive and no side effects. My only concern is long term use because it works wells for the pain.",5,Female,This drug usually has no side effects.,8
251555, ,Head Pain,4/11/2008,acetaminophen,362,3,3, ,3, ,This drug usually has no side effects.,0
251556,75 or over,Pain associated with Arthritis,4/2/2008,acetaminophen,362,5,4,"I use Tylenol Extra Strength, before excercise in the AM. In the evening, at bedtime, I take Tylenol PM, to ease pain and promote a less-interrupted sleep experience. I take half the recommended maximum, of 8 units/day (4). On occasion, after an extended period of physical effort, may may need to increase the frequency of my current dosage.  I have not had any after-effects from acetomenephin, which I am limited to because of my taking og a prescribed blood-thinner(Cumidin), for mild Atrial Arytmia. ",4,Male,This drug usually has no side effects.,7
251559,25-34,Painful Periods,2/13/2008,acetaminophen,362,4,4, ,5,Female,This drug usually has no side effects.,1
251560,45-54,Head Pain,10/29/2007,acetaminophen,362,5,5,"I have shoulder muscle pain, I take this and it eases up greatly and most of the time goes away.",5,Female,This drug usually has no side effects.,5
251563,19-24,Other,1/23/2008,acetaminophen,362,1,3,"I would be cautious taking Acetaminophen (Tylenol) if you hav a family history of, or you yourself have an autoimmune disease. My cousin developed Lupus which eventually cleared upon stopping the use of this drug. And I myself was taking it for joint and muscle pain, my dad has rheumatoid arthritis, and autoimmune diseases run rampant on his side of the family, and I believe that the use of Acetaminophen exacerbated my symptoms and was the cause of my developing erythema nodosum. I stopped taking the Tylenol and in a little more than a month my symptoms subsided, and I could walk again. I'm not 100% sure that the Tylenol caused my condition, (pretty sure)however, I just wanted to throw this out there so that anyone this may apply to can speak with their Dr. and discuss the possibility of such reactions. Take care everyone.",1,Female,This drug usually has no side effects.,4
251564,45-54,Pain associated with Arthritis,1/11/2008,acetaminophen,362,5,3, ,3,Male,This drug usually has no side effects.,1
251567,55-64,Toothache,1/5/2008,acetaminophen,362,5,4,Molar extraction that was infected.,4,Male,This drug usually has no side effects.,3
251571,19-24,Other,1/2/2008,acetaminophen,362,5,1,I used this medicine to try to aleviate sleeplessness. I've found that it actually CAUSED me to have migranes even though this is supposed to lessen pain. I also experienced vision changes. Unless this drug is coupled with codeine (such as with Tylenol 3) I've found it to cause more problems than it gets rid of.,1,Male,This drug usually has no side effects.,3
251574,65-74,Other,12/9/2007,acetaminophen,362,3,2,"severe diarhea, pale, falling out",2,Female,This drug usually has no side effects.,1
251575,35-44,Toothache,12/5/2007,acetaminophen,362,5,3,"DO NOT TAKE WITH LAMICTAL !!!
TYLENOL increases the rate Lamotrigine is broken down.
No Darvocet,no Lorcet,no Vicodan
OK to TAKE Vicoporphen.",1,Female,This drug usually has no side effects.,3
251578, ,Backache,11/20/2007,acetaminophen,362,5,5,"This med worked very well for me. I have continuous pain from depression and this help make the pain go away, well at least the body pain. It does not help with mental issues. ",4, ,This drug usually has no side effects.,5
251579,45-54,Pain,11/7/2007,acetaminophen,362,5,1,"Makes me feel worse:  the original pain plus sweats, shakes and nausea",1,Female,This drug usually has no side effects.,1
251582,45-54,Backache,11/5/2007,acetaminophen,362,4,2,"minimal to no relief from the pain in my back. I had previously tried it for headaches without success as well but was willing to use it when I hurt my back, however experienced several days of suffering due to my willingness to ""give it a try"". As a R.N. I know this drug is widely used for pain and fever control. For fever it is very effective, it however does not live up to its reputation for pain control for me and also for many many of my patients. A sad disappointment all these years. I have found for myself that plain old aspirin works better but am also aware of the dangers with that drug where other patients may not be.",1,Female,This drug usually has no side effects.,6
251583,65-74,Joint Damage causing Pain and Loss of Function,11/5/2007,acetaminophen,362,5,3,"This is a dangerous drug.  It can cause liver problems or liver failure.  Were it just coming on the market today, it would likely not get approved.  This information came from my Daughter who has been a nurse for the past 25 years.  I myself cannot take the drug as it causes serious problems among them my lips go numb and swell terribly.",1,Female,This drug usually has no side effects.,6
251587,19-24,Head Pain,11/4/2007,acetaminophen,362,5,2, ,2,Male,This drug usually has no side effects.,2
251591,19-24,Muscle Pain,11/4/2007,acetaminophen,362,4,4, ,5,Male,This drug usually has no side effects.,1
251592,45-54,Head Pain,11/4/2007,acetaminophen,362,5,3,"It's pretty good for headaches, but not that great for body aches or fever.",3,Female,This drug usually has no side effects.,1
251595,55-64,Head Pain,11/2/2007,acetaminophen,362,5,4,"Have used this med.(brand name and generic) off and on for years, at proper dosage.  Although I am satisfied with its effectiveness,I can't taste many foods for a day or two after taking it.",4,Female,This drug usually has no side effects.,6
251596,45-54,Head Pain,10/30/2007,acetaminophen,362,5,1,I have migraine headaches and acetaminophen oral just doesn't cut it for my type of headaches.,1,Female,This drug usually has no side effects.,2
251599,45-54,Fever,10/30/2007,acetaminophen,362,5,3,medicine to about a day or so for fever to subside with repeated use over 24 hours.,3,Female,This drug usually has no side effects.,1
251602,45-54,Backache,10/30/2007,acetaminophen,362,5,1,had to take more than label stated to take in order for backache to ease up.,1,Female,This drug usually has no side effects.,4
251605, ,Fever,10/30/2007,acetaminophen,362,5,4,i don't like it,1, ,This drug usually has no side effects.,2
251606,45-54,Pain associated with Arthritis,10/30/2007,acetaminophen,362,5,1,"acetaminophen has never helped me with pain or head ache pain, fever is okay, but arthritis of spine, spine surgery etc.... doesn't touch a bit of the pain,",1,Female,This drug usually has no side effects.,3
251609,35-44,Head Pain,10/30/2007,acetaminophen,362,5,5,This is a pill I first take for headache and LL SORTS OF PAIN.  I even give this to my kids.  I don't experience any sourness in the stomach.. I also prescribe it over the phone for relatives who ask for fever and pain relief.  It is so safe that I take it without having eaten anything.  ,5,Female,This drug usually has no side effects.,4
251612,19-24,Head Pain,10/29/2007,acetaminophen,362,5,1, ,1,Female,This drug usually has no side effects.,1
251613,65-74,Muscle Pain,10/29/2007,acetaminophen,362,5,2,Didn't alleviate the pain after I fell in the area of the coxis bonee.,1,Female,This drug usually has no side effects.,2
251617,35-44,Fever,10/29/2007,acetaminophen,362,5,5,I have flue like symptoms from a weekly injection that I take for my chronic illness.  Acetaminophen does a wonderful job of knocking out the fevers and chills that I usually get.,5,Female,This drug usually has no side effects.,3
251618,45-54,Pain,10/28/2007,acetaminophen,362,4,3, ,3,Male,This drug usually has no side effects.,0
251621, ,Pain,10/28/2007,acetaminophen,362,5,1,Makes my nose run. ,1, ,This drug usually has no side effects.,0
251622, ,Other,10/26/2007,acetaminophen,362,3,2,taking for sciatica - tablets did not work at all - passed without dissolving.  Some success with chewables and fast acting caplets when taken in conjunction with aspirin.,2,Female,This drug usually has no side effects.,0
251625,35-44,Muscle Pain,10/26/2007,acetaminophen,362,5,2, ,4,Female,This drug usually has no side effects.,3
251626,45-54,Backache,10/26/2007,acetaminophen,362,5,5,"I find aceteminophen works best for muscle tension related pain, such as backache or tension headache.  I particularly use it if I'm having trouble sleeping due to my neck and shoulders being tense from stress or work at the computer.",5,Female,This drug usually has no side effects.,9
251629,55-64,Backache,10/24/2007,acetaminophen,362,1,1,the max does per day,1, ,This drug usually has no side effects.,0
251630, ,Migraine Headache,9/27/2007,acetaminophen,362,4,1,It just doesn't seem to work for Migraines.  Ibuprofen helps as long as they aren't severe for me.,1, ,This drug usually has no side effects.,1
251633,55-64,Pain,9/26/2007,acetaminophen,362,4,4, ,4,Female,This drug usually has no side effects.,4
251634,45-54,Pain associated with Arthritis,9/25/2007,acetaminophen,362,4,2, ,3,Male,This drug usually has no side effects.,6
251637,35-44,Migraine Headache,9/24/2007,acetaminophen,362,5,2,I'll use tylenol for migraine if nothing else is handy. But overll it's like throwing pebbles to stop a train.,2,Female,This drug usually has no side effects.,1
251638,45-54,Fever,9/18/2007,acetaminophen,362,5,4,Tylenol is the only OTC pain reliever/fever reducer that I can use now that I have had gastric bypass surgery. NSAIDs are too harsh on the revised gut structure of a Roux en Y patient. It has been three years since my surgery and I have relied completely on Tylenol for relief of headache pain. I also take the Tylenol PM product after a particularly rough physical day when I have body aches and need help falling asleep. It does the trick every time. I rely on Tylenol.,4,Female,This drug usually has no side effects.,6
251642, ,Pain,9/18/2007,acetaminophen,362,5,4, ,4, ,This drug usually has no side effects.,3
251643,35-44,Fever,9/17/2007,acetaminophen,362,4,4, ,4,Female,This drug usually has no side effects.,1
251647,45-54,Pain associated with Arthritis,9/17/2007,acetaminophen,362,4,3,"I was taking Tylenol for knee pain (especially at bedtime) for a few years. Sometimes I would have to take it upon awakening or even during the day, but I really needed it at night. I was disappointed that its action didn’t last longer. But I continued to use Tylenol; because I thought it was probably the safest thing to do to treat the pain, even though I sometimes had to take it several times throughout the day. I never went over the recommended daily dosage. Now, however, my doctor won’t let me use it at all. She was concerned about its affect on my liver function and had me stop it completely. My liver function tests have stabilized since I stopped taking the Tylenol. I now take Aleve. It takes fewer doses, lasts longer and hasn’t caused the problems with my liver.",2,Female,This drug usually has no side effects.,10
251648,35-44,Fever,9/17/2007,acetaminophen,362,4,4, ,3,Female,This drug usually has no side effects.,0
251651, ,Toothache,9/17/2007,acetaminophen,362,5,3, ,3, ,This drug usually has no side effects.,1
251652, ,Migraine Headache,9/17/2007,acetaminophen,362,5,2, ,2, ,This drug usually has no side effects.,0
