,Age,Condition,Date,Drug,DrugId,EaseofUse,Effectiveness,Reviews,Satisfaction,Sex,Sides,UsefulCount
354663,55-64,Facial Nerve Pain,5/16/2018,carbamazepine,1493,5,5,I took this medication 1000 mg for 8 yrs. when I was first diagnosed I had the Macular decompress operation. Didnâ??t work. 8 yrs later had the Gamma Knife because i was having a lot of pain even with the meds. So I took the chance and it worked. I have been pain free for 1 yr and 2 months. The medicine did work gor me. And the highest dosage I took was 1000 msg per day. But like all medicines there are side affects. I was feeling depression and at times suicidial but I never attempted to do anything so drastic. Because the pain of TN has been know to cause that. I never gave up and I hope this helps someone and gives them hope. I will try gamma knife again if the pain comes back. But the meds did work. ,5, ,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",11
354669,25-34,Facial Nerve Pain,4/26/2018,carbamazepine,1493,2,2,"I am 28yrs old and have had constant face pain for four years. Just recently acquired insurance, and went to the local urgent Care. Doc there tells me go see a neurologist. Neurologist says you have trigeminal neuralgia and gives me 600mg of gabapentin 3 times a day, and 200mg of carbamazepine 3 times a day. The pain gets dulled away, but some days I can feel it leak through the medication and ruin my life. My wife hates those days. I went to an ENT and he says get your septum fixed and it'll help. I get the surgery. The pain is still there. Can anyone out there with trigeminal neuralgia tell me if they have a constant pain all the time like I do? I've had an MRI and a CT scan and they say nothing is wrong, so it must be that nerve. But everyone else seems like their pain comes and goes. Mine is always there. ",2, ,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",5
354675,45-54,Nerve Pain of Tongue and Throat from 9th Cranial Nerve,11/18/2017,carbamazepine,1493,4,4,I have been diagnosed with glossopharyngeal Neuralgia (similar to TN) with pain on the left side of my face behind my left ear and down through my throat. I had it several years ago and it was just intermittent with no treatment and then it came back 7 months ago and was incredibly painful. Saw a neurologist who started me on 100mg 2x/day and gradually I have increased to 600 mg 2x/day. Each increase in dosage worked for a week so I am keeping my fingers crossed this dosage will work. still feel pain behind my throat  but nothing compared to what I felt before so I am good with it. Have had the loss of words and feeling a bit foggy feeling that others report but trade off feels worth it at the moment. Just praying it continues to be effective.,4, ,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",0
354676,45-54,Facial Nerve Pain,10/6/2017,carbamazepine,1493,4,4,"I have been suffering from Trigeminal Neuralgia for the past 2 months and started on 100mg 2x per day.  It practically took away the pain and have recently had to increase to 200mg 2x a day, we will see how that goes.  Side effects are minimal compared to the pain from the TN episodes.  Hoping to control this with just medication and no surgeries. ",4, ,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",14
354684,55-64,Nerve Pain,10/17/2016,carbamazepine,1493,3,3,"I have been taking this medication for facial nerve pain, for just over a week.  I was on the meds for 3 days and got the pain no relief from the medication. At midnight I took another half to see if it would do anything, at least make me sleepy, but it didn't.   I can feel the pain wanting to come today my 9th day on it and it feels subdued.  Like I know it's there but it's not made it's full arrival  yet.  One very good side effect I've had is this medication has helped me with my depression.  I used to cry everyday and since I started taking this medication I've stopped and not felt so despondent.  As for physical side effects I've had some drowsiness which seems to be going away and if I bend and stand quickly I get dizzy, but that's all.  ",3, ,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",1
354691,55-64,Facial Nerve Pain,1/20/2016,carbamazepine,1493,5,5,I took this medication for 12 years It was a life saver the pain was intense. Three yrs ago I had Gamma surgery and they clipped the nerve but I still have some pain but only take neutotin 2 per day and 1 carbamazephine. Could not have made it without it.,5,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",10
354698,35-44,Facial Nerve Pain,1/13/2016,carbamazepine,1493,4,4,I was in extreme pain with trigeminal neuralgia for several months. After taking carbamazepine the pain stopped within 24 hours. I was pain free for about a month. The pain slowly but steadily returned. It is now at a manageable/livable level while taking 400mg per day and has remained that way for 2-3 months now. I have had very little if any side effects. Some loss of words and lowered energy level. ,5, ,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",12
354699,65-74,Facial Nerve Pain,1/6/2016,carbamazepine,1493,5,5,"Having to take 1400 mg a day to prevent the pain for Trigeminal Neuralgia. It does present some side effects but anything is better than the intense pain I have w/out it. I'm having problems with my eyesight, balance problems and no energy. Am concerned with the size of the dose and will be a user for life. Anyone know the damage to the liver or other statistics? ",4,Male,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",7
354708,55-64,Epileptic Seizure,11/25/2015,carbamazepine,1493,5,5,This medication works for me,4,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",0
354716,45-54,Mania associated with Bipolar Disorder,10/17/2015,carbamazepine,1493,4,1,"The medicine kept the manic episode at bay; however, the side effects made me unable to continue taking the medicine.  I developed severe headaches during the third week.  Had headaches 3 days continually until I stopped taking it.",1,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",0
354717,65-74,Facial Nerve Pain,8/29/2015,carbamazepine,1493,5,5,John - taking for TN1 I find it to be a wonder drug; hope it keeps working; I have been taking this pill for six month's now.,5,Male,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",7
354726,35-44,Bipolar I Disorder with Most Recent Episode Mixed,3/10/2015,carbamazepine,1493,4,4,I take 600mg and all I want to do is sleep I sleep a total of 15 hours a day and when I get up I am still tired. I can't get anything done around the house. I can't even push myself to clean everything just seems like a chore to me...,3,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",2
354727,45-54,Bipolar Disorder in Remission,9/19/2014,carbamazepine,1493,5,5,"was diagnosed at 17.. put on litihum... hated it, refused it... put on tegretol and have been totally stable sane and able to sleep and have silence in my head for over 20 years... Saved My Life <3",5,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",3
354738,35-44,Facial Nerve Pain,7/23/2014,carbamazepine,1493,4,1,"Been having type II TN paion for over 5 years. Been taking Tramadol 100mg twice a day and 2-3 vicodin a night. Gabapentin 600mg at night. With decent results. New neurologist gave me 300mg of this crap to take twice a day. OMG the best way I could describe it is like being a depressed zombie. I took it for 17 days. Looking back the only thing I remember is deciding no to take it anymore. It is a horrible medicine that should only be tried as a last resort medicine!! It did nothing for the pain, in fact it might of made it worse! My Dr. never told me its main use is for anticonvulsant & BI-POLAR DISORDER!!! There is a reason why opioids have been around since 3440B.C. Its cause they WORK! ",1,Male,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",17
354747,45-54,Facial Nerve Pain,6/2/2014,carbamazepine,1493,3,3,"I don't recommend taking this unless you have your white blood cells monitored pre and during taking this.  I happened to hear that this medication causes drops in white blood cell levels so, I went to the doc and sure enough, my level was 2.9 vis 4.0-11.0. I was told to go off it immediately (Have to get off slowly) AND RETEST LEVELS ONE WEEK LATER.  I know you have to monitor risk benefit. For me, I get face pain episodes  approx 2 times per requiring me to take 3-6 imitrex during that time.  So, I would rather not take this drug.  I have heard Lyrica is supposed to be good but I am choosing to stop all. The risks of side effects long term is just not worth it to me. ",2,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",10
354754,45-54,Bipolar Disorder in Remission,5/29/2014,carbamazepine,1493,4,4,"I have been on carbamazepine for 15 years and find it is a very effective drug for bi polar disorder.  Regular blood test are a must, and I have been  lucky and my levels are fine.  I wonder after being on this RX for this long if the body becomes immune and will eventually stop working...hope not. ",4,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",3
354760,75 or over,Prevention of Seizures following Head Injury or Surgery,4/12/2014,carbamazepine,1493,5,5,"had not have any seisures at all after benign menangioma surgery in 1995
",5,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",0
354767,35-44,Convulsive Seizures,3/17/2014,carbamazepine,1493,3,1,"been on generic sence june 2013 200mg 2x a day some how my lab work on friday showed my levels at almost 0 i dont under stand when on real meds not generic i felt great now trouble talking walking my memory balance and much more dont under stand please help me
",1,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",0
354776,65-74,Facial Nerve Pain,3/14/2014,carbamazepine,1493,4,4,"Husband's been on Carbamazepine for about 15 years along with gabapentin in high doses. 2 weeks ago had bad spell, still in hospital. Half the time he doesn't know where he is, can barely stand and balance himself. This doctor at hospital said his brain and body became toxic from the carbamazepine. I'm hoping and praying he gets back to normal.",3,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",17
354777,45-54,Facial Nerve Pain,11/23/2013,carbamazepine,1493,1,5,"Since I started this my TN pain is gone, but I CAN'T BREATHE. My chest is tight all the time. My heart pounds. I had a bad rash for the first couple months which has slowly cleared but the sun brings it back. I have lupus which my idiot doctor knows. Apparently he doesn't know you aren't supposed to take this stuff if you have lupus. I can't wait to get off it.",1,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",10
354785,45-54,Nerve Pain,10/2/2013,carbamazepine,1493,5,3,"I was recently placed on this drug because my face pain became so severe I could barely eat or talk without intense spells of pain. I could not stand a simple hug without pain. I showed my primary care physician how intense the pain was from the right side of my face to my right shoulder and down my right arm. (I didn't swing on him this time.) After a consul with my neurologist I was placed on this drug. So, far there are no side effects. I have talked to my neurologist about increase in the dosage during extreme pain to two pills. Having TIC isn't fun but I'm learning to enjoy certain parts of life; I thought would be lost to me because of this condition. This is now the three drug I've been on because of TIC; I pray there is a surgical solution that may help all of us. I know the pain of washing my face and screaming because one drug didn't work. I know the pain of eating so slowly others worry and wonder about your health. I know the pain of being examine by your doctor and nearly putting him on the floor because he found the source of your pain, twice. I know pain the same doctor felt want he has tried everything he knows to help you and your working with him 100% to put the pain your enduring into your short-term memory. I know the pain of tensing went your hugged by friends and family, because the pain will shot through your face, neck and shoulder like a white hot knife. I would like to feel like I did over five years ago. When dancing Argentine Tango was a simple walk, okay not so simple but a dance I enjoyed. Not, my choosing open embrace because of the pain I have to avoid.                  I will enjoy my life despite TIC and I will fight back. This is my body and I pay the rent; TIC will not kick me out and move in.    ",3,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",0
354792,65-74,Facial Nerve Pain,8/29/2013,carbamazepine,1493,5,5,eliminates pain for long periods of time. Occasionally need to increase the dose when having pain after unusual stimulation as after dental work. I have been able to decrease the dose after a few days on the higher dose.,5,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",16
354800,55-64,Multiple Seizure Types,6/17/2013,carbamazepine,1493,3,1,I have been a migraine sufferer for over 30 years.  I finally went to a neurologist who after an EEG diagnosed a seizure disorder. I was taking 100 mg chewable twice daily but doulc NOT function at work because it made me so tired.  So I had to stop it.,1,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",0
354811,45-54,Epileptic Seizure,5/17/2013,carbamazepine,1493,3,1,I wouldn't recommend taking this med unless absolutely necessary. I made me very antisocial and depressed. I also gained about 50 lbs while taking it over 2 yrs.,1,Male,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",1
354825,65-74,Facial Nerve Pain,5/12/2013,carbamazepine,1493,4,5,i have trigemenial neuralgia across my forehead and down the side of my face.  it took a while for the initial side affects to pass.  since then the relief has been wonderful.  my only regret is this seems to be a medication i will need to take for life.,4,Male,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",17
354840,35-44,Bipolar I Disorder with Most Recent Episode Mixed,5/6/2013,carbamazepine,1493,5,5,other Bipolar drugs made me a zombie..carbinzine doesn't,5,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",4
354855,35-44,Facial Nerve Pain,3/21/2013,carbamazepine,1493,5,5,"I was hit with an outbreak of shingles, on cranial nerve 5...which has caused Trigeminal Neuralgia (TN).  The pain was truly intense, only on the right side...I could not touch my scalp (shower water was horribly painful), my right ear had shooting pain into my jaw, right side of my face was numb and slack, and looked like I had a black eye. My gums & teeth on right side hurt, spices (even mustard on my hotdog) hurt!! I truly feared I had a tumor!!  Dr. prescribed Tegretol 100mg 2x day for two days, then increase to 200mg 2x for 2 days...working my way up to 400mg 2x.  On the 3rd day of the meds, I attempted to increase to the 200mg...and it was way too much.  Pain creeps in at the 100mg dose, so we are supplementing with a liquid and increasing it slowly as needed...seems to be working.  I do feel like I'm in a fog, have trouble thinking of words, speaking coherently, making sentences...I fall. I am depressed.  But the meds are helping with the pain...they work well...I just don't like the side effects...I even have to get someone to help my kids with their homework, as I just can't wrap my brain around it, which makes me feel worthless, which adds to the depression.  Have gained weight, which adds to depression. Very tired. Hoping it will only be a 6 month course of meds, hoping no more shingles.",3,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",10
354868,45-54,Convulsive Seizures,3/3/2013,carbamazepine,1493,5,5,I preveously was taking Dilantin 100mg and I am currently taking carbamezapine 200mg 3 in the am 3 in the pm. I swear by this  medication for over 30 yeara now and have not had any seizures  ,5,Male,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",0
354869,35-44,Convulsive Seizures,2/21/2013,carbamazepine,1493,3,3, ,3,Male,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",0
354883,65-74,Facial Nerve Pain,1/20/2013,carbamazepine,1493,3,3, ,3,Male,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",4
354884,55-64,Facial Nerve Pain,1/20/2013,carbamazepine,1493,5,5,"carbamazepine Oral / Tegretol

It is also used to relieve one type of nerve pain (trigeminal neuralgia). 
Mine was located just under my molar on the left side of my face.
Ironically, I had just had a dental procedure done to the lower molar on that side of my mouth.
I repeatedly went to my dentist to have the severe pain corrected.
He could find nothing wrong, but gave me Vicodan to relieve the pain.
At first, the Vicodan worked. After 10 to 20 minutes the pain disappeared like the snap of my fingers. I can descibe it no other way.
It worked for a for about 3 hours before the pain returned.
It was not very long, maybe 4 days or so before it stopped working and I had that intense pain again.
I kept adding pain relievers to the vicidan...tylenol, asperin, alieve etc.
Nothing worked.
At one point I took the Vicidan, 3 tablets, 3 asperin, alieve and some percoset given to me by a co-worker all within an hour.
I know that this was dangerous and very very stupid.
However, even this excessive dose did NOTHING for the pain.
I finally went to my doctor and within seconds of explaining the pain and location he prescribed this medicine.
I only had to take 200 mg, for one or two days and my condition ended.

To me this is a miracle drug and thank the Lord for a miracle doctor.
I realize that this medicine is proscribed for many conditions and may not work for all of them, but for my particular condition, it was a Godsend.",5,Male,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",16
354896,35-44,Nerve Pain,1/16/2013,carbamazepine,1493,4,3,"I am very out of it on this drug.  I've only been on it 2 days, taking half a pill at bedtime.  I wake up completed zoo-ed, doped, stoned, very unco-ordinated, weak, dull, i have tingly lips, cant stop squinting, slight headache, not hungry, trouble showing emotion and following conversations.  
I'd like to discontinue this drug.  I can completely see why it would be effective for  ADDH as i am quite lethargic and dazed.  Right now i have to go into a meeting at work but i would be more than happy just sitting staring at a wall for the rest of the day.  I feel completely robbed of emotion, feeling, and personality.

",2,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",0
354904,35-44,Facial Nerve Pain,1/16/2013,carbamazepine,1493,4,3,"I have only been taking this med for 2 days. My lips have been all tingly since, and i am in a complete fog.  For some reason i am squinting alot, even in dimly lit rooms, and i feel very weak and unco-ordinated.  Im only taking half a pill right now before bedtime.  I sleep pretty good, but wake up feeling very out of it and almost stoned.  right now it's been 12 hours since i took my 2nd dose and i am in a complete daze and very out of it.
Yesterday the facial pain was lessened, but the pain around the side/back of my head was still constant.  
The numbness in my lips is annoying, but i can live with that if i could just WAKE UP and shake this drugged out feeling.  Conversations are an effort.....I'd just like to go back to bed.",2,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",11
354905,65-74,Epileptic Seizure,12/21/2012,carbamazepine,1493,5,5,"I HAVE TAKEN FOR 14 YEARS AND FOUND IT TO BE VERY EFFECTIVE UNTIL RECENTLY.  ABOUT 90 DAYS AGO, I STARTED DRINKING SOME HEAVY BLOODY MARY'S AND THIS ACTIVITY SEEMED TO COMPLETELY BLOCK THE EFFECTVENESS OF THE DRUG AND AFTER 14 YEARS OF NO SEIZURES, I RETURNED TO FAIRLY REGULAR GRAND MALS IN THE SLEEP PERIODS. My neurologists graciosly pointed out to me that I was a grown man but, the continued heavy drinking and resulting Grand Mals were not advised; so, I returned to an occasional glass of Red and the seizure activity stopped.",5,Male,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",1
354912,35-44,Facial Nerve Pain,12/13/2012,carbamazepine,1493,4,5,"I've been on 100mg twice daily for about a month. It has been effective for the pain relief. I was supposed to increase to 200 mg twice daily after ten days but didn't do it. The down side is it has turned me into a complete dullard. Tired, slow to respond, dropping out of conversations, long nights of sleep and still wake up tired. I'm going to try and taper off and try alternatives if the pain comes back.",2,Male,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",14
354922,65-74,Facial Nerve Pain,11/28/2012,carbamazepine,1493,5,3,too early to tell,2,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",3
354923,75 or over,Other,11/15/2012,carbamazepine,1493,3,3,suffered a heart seizure,3,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",1
354935,35-44,Convulsive Seizures,11/14/2012,carbamazepine,1493,4,3,"The side effects are a bummer (for me hair loss, tiredness, and bone loss in my gums).  Some of the SE came as a surprise as they happened and I was told ""oh by the way your medication is causing this"".  I have taken this medication for about 15 yrs now and it has kept me at about 2-3 seizures a year so I can't complain too much.",3,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",1
354944,35-44,Other,11/11/2012,carbamazepine,1493,3,1,"I am a friend who tells me he has leukemia and still in a lot a pain ,to check it out on my pc",1,Male,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",1
354953,19-24,Bipolar I Disorder with Most Recent Episode Mixed,8/9/2012,carbamazepine,1493,5,5,"I have been taking carbamazepine for a few months for my bipolar II and it has been extremely effective.  My only major side effects have been persistent drowsiness (relieved by the addition of a B-50 supplement) and a major decrease in sex drive.

Overall I have been pleased with this drug and have often recommended it to those who have not gotten relief from other prescriptions to discuss with their doctors.",4,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",5
354963,65-74,Facial Nerve Pain,8/2/2012,carbamazepine,1493,5,5,"have been on 1200mg twice a day for over two yrs. had to add a suplement after 2 yrs and now i ahve had 3 black out experiences all type of test bllod sodium level low at 125 alot . normal is 135 to 145. dr. is now trying same meds with adding lyrica and see if we can lower  the oxcarbapine
",3,Male,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",5
