,Age,Condition,Date,Drug,DrugId,EaseofUse,Effectiveness,Reviews,Satisfaction,Sex,Sides,UsefulCount
62215,35-44,Pain,5/28/2018,naproxen,5173,1,1,I have a fractured rib and clavicle. The clavicle is going to need surgery in order to have it repaired. I was prescribed Percocet when I was released from the emergency room. Unfortunately I went back to my doctor (nurse practitioner) and she decided to prescribe this garbage for my pain. Thank God for the sleeping effect. Can't wait to meet with the orthopedic surgeon might have a clue what kind of pain I'm in. Why are there suits against the drug companies not against the doctors with regards of the opioid crisis? It's the doctor's responsibility determine what is right and what is wrong for the patient not the drug company. Take some f****** responsibility. Yeah they're going to under prescribe to make up for it - losers.,1, ,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",10
62225,45-54,Head Pain,1/6/2018,naproxen,5173,1,1,"If a doctor perscribes this for anything than a headache he is a quak. Or getting paid by Neproxin.
",1,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
62235,65-74,Pain,12/26/2017,naproxen,5173,5,5,"I have fibromyalgia and was prescribed naproxen and an antidepressant. The naproxen doesn't completely relieve the pain, but it does take the edge off and allow me to do most things I want to do. It doesn't make me sleepy. I have had a problem with intestinal bleeding with the naproxen and have had to stop taking it for periods of time.",4,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",17
62245,35-44,Inflammation of the Covering of the Tendon,9/14/2017,naproxen,5173,3,1,"the first pill put me to sleep. I actually woke up in less pain. the next day I took another dose and i feel sick, anxiety, stress, no sleep, more pain, tired, plain out a ton of pain, I can move my neck and pain is now radiating, odd heart beat. it was just aweful.",1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
62252,55-64,Rheumatoid Arthritis,8/11/2017,naproxen,5173,1,1,"Reaction to medication, trouble swallowing, raw tongue, sores enter mouth.  ",1, ,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
62260,55-64,"Disorder characterized by Stiff, Tender & Painful Muscles",7/19/2017,naproxen,5173,1,1,"Prescribed for stiffness and muscle pain that might be an auto-immune response, this RX is like a placebo. No effect whatever. Pain has gotten worse.",1, ,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
62267,55-64,Joint Damage causing Pain and Loss of Function,5/12/2017,naproxen,5173,2,1, ,1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
62273,35-44,Joint Inflammatory Disease in Children and Young Adults,4/24/2017,naproxen,5173,3,2,It worked like magic when i first started taking it but 10 months later starting from 1 and growing to 3 500mg pills a day it lost all of it's effectiveness. I'm now scrambling to fins something that works :( ,2,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
62280,65-74,"Disorder characterized by Stiff, Tender & Painful Muscles",3/13/2017,naproxen,5173,5,5, ,5,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
62287,19-24,Painful Periods,1/7/2017,naproxen,5173,3,2,"Having endometriosis, this anti-inflammatory really helps very little. Just enough to take the edge off the bad pains. I have to eat with this drug, if i don't it effects my stomach terribly. 
Depending on the severity of cramps, menstural pain, and for those others with endo, i would recommend trying this (as a good thing it's helped my body aches lessen) 
Personally, i found it slightly helpful, but i wish it could do more for my constantly inflammed insides. ",2,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
62296,55-64,Rheumatoid Arthritis,11/16/2016,naproxen,5173,4,4,"I am 61 years old,have arthritis in upper back.tried tramadol,did not work.I started naproxen it took about 10 days before it kick in.It works great for me.one in the morning and one at bedtime.The tramadol works great on herniate disc in lower back.",4,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
62303,19-24,Painful Periods,9/21/2016,naproxen,5173,5,5,I began using naproxen 2 years ago after fainting from menstrual cramp pains. Since then I have never been close to feeling that type of pain as long as I take the pills at the first feeling of the cramps.,5,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
62312,25-34,Pain,9/14/2016,naproxen,5173,4,1,i have had pain since i was 13 from a car accident i was on a bike when hit .recently these people assulted me and stuff and i was perscribed this by the hospital. i was hit in the left jaw with a metal gun barrel and i have t.m.j. in my left jaw getting away i suffered a dental injury on my bottom right jaw area. but on a daily basis i have back rib chest and neck pain from the accident when i was 13 problem. at the hospital i was prescribed this medication and 3 days later zilch nothing its completely ineffective for any pain at all. it made me sluggish and tired and that's it. i get migraines from a subdural hematoma to daily.  no effect. for high levels of pain and serious permanent injuries or dental pain or t.m.j. wont help at all.,1,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",21
62321,19-24,Pain,8/6/2016,naproxen,5173,4,1,"I am a 24 year old male with 2 herniated disks on my lower back with multiple disk degeneration on several other disks from mostly military injuries. Pain ranges from 6 to 9 on the pain scale some days are worse then others, I was prescribed 500mg Naproxen twice a day with meals and this medication does absolutely nothing for me.",1, ,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",37
62331,45-54,Rheumatoid Arthritis,6/29/2016,naproxen,5173,5,3,"I was diagnosed with Inflammatory Arthritis at age 52.  The pain is unbearable and i lost 50%-60% mobility in most major joints.  Was prescribed Naproxen 375mg enteric coated and taken with meals.  Worked great for 3 days ... then stomach ache so bad I couldn't eat.  Since I couldn't eat ... I couldn't take the Naproxen.  Since trying to use Naproxen to manage Arthritis pain, I have lost 12 lbs b/c I have upset stomach all the time.  It is like throwing your stomach under the bus to save your joints.  Worse, I think one becomes tolerant to the drug.  It no longer works and I am sick of the stomach pain and unlike most people ... I was thin to start with and seriously worried if I loose any more weight b/c I can't eat from taking this stuff.  I also got dizzy spells and minor headaches, but I would have put-up with that.  It is the stomach damage which put me off Naprolxen.",1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
62340,0-2,Rheumatoid Arthritis,4/26/2016,naproxen,5173,5,5,The doctor prescribed this only two times a day for the pain in my feets and shoulder is Ben great tray not to abuse it for my stomach but is great ,5, ,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
62350,55-64,"Disorder characterized by Stiff, Tender & Painful Muscles",1/19/2016,naproxen,5173,5,4,1st dose eased the pain in back right away. Taken 2xday. Replaced 3 other pain medicine.,4,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
62356,45-54,"Disorder characterized by Stiff, Tender & Painful Muscles",12/6/2015,naproxen,5173,5,3,"Naproxen 500mg is 100% effective, when taken with Cyclobenzaprine 5mg.",3,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
62368,45-54,Joint Damage causing Pain and Loss of Function,11/1/2015,naproxen,5173,2,1,"Did not help with the pain. Had terrible stomach pains and feeling sick,upset stomach . Even taking with food.",1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
62376,65-74,Pain,10/21/2015,naproxen,5173,5,5,After trying various medicines for back pain this really worked for me. I've had three back surgeries and It's good to have it around.,5,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",29
62382,55-64,Joint Damage causing Pain and Loss of Function,10/7/2015,naproxen,5173,4,1,"The light orange naproxen 500mg. dose: 1 per 12 hours: On and off thru-out the years, this medication has been prescribed to me, and each time thru-out these years I have had the same results - heartburn from hell(I feel it's due to the red dye used in the coloring of this pill)- awful metal taste left in my mouth while taking and for a few days after not taking them. This medication does nothing for the inflammation I suffer from, therefore it does nothing for the pain. Whenever I am handed a prescription for this medication I tell them of the horrible side effects and that they do nothing for me at all, they always reply with, well, give it another try - well no more, I either trash what's left or shred the prescription slip. This medication has never been worth my time or money.",1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
62388,65-74,Inflammation of the Tendon,9/15/2015,naproxen,5173,1,1,"I was prescribe this medication by my doctor for a very painful shoulder.  As I am intolerant to aspirin he also gave another medicine to coat the stomach.  On the second day of taking this medicine I felt very unwell, stomach upset, burning pain, nausea, vomiting and wheeziness.  Stopped taking them, I would rather put up with the shoulder pain.",1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
62395,55-64,Minor Musculoskeletal Injury,9/14/2015,naproxen,5173,3,1,"kept me busy twice a day, but side effects made it not worth it - swelling of feet and tongue most uncomfortable and worrysome",2,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
62402, ,Pain,8/9/2015,naproxen,5173,1,1,"My dr prescribed me this as well as physical therapy when my low back pain became where I couldn't walk, talk or concentrate.  The pills just made me feel exhausted they make great sleeping pill for when you really need some good rest,.. or Anti anxiety drug .....I told doc I didn't want drugs which harm my body and give me side effects. Im not a risk/benefit type who gambles with my body. He said he would never hurt me. Alas he's a resident and not very experienced with the fact that Big Pharmaceutical corporates aren't mandated to TELL the doctors all the truth.",1, ,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",32
62414,25-34,Pain,8/6/2015,naproxen,5173,5,4,"In the doses I was prescribed, it works for 150 minutes while you can only take the pills every 240 minutes. This meant that in order to get to sleep I would have to time it out or suffer somewhat through the day so I could go to bed with fully effective Naproxen. This was on 1250MG. ![The 150 minutes became less over time, as bad as 65 minutes]!

ease of use, well, obviously. Clench it between your teeth, drown it with water. Very easy to use and swallow due to it's shape.

Now you see 4 stars for effectiveness and 5 stars for Ease of Use so you may wonder why my overall satisfaction is 1 star. In my case, beastly side effects.

- The effectiveness went down as time went on, the toll it took on my digestive system and stomach lining didn't. Perhaps even mild compounding effect.

- My Stomach was not happy with it and signaling is still bad (I no longer know when/if I'm hungry)

- Caused a lot of stomach bleeds, combined with the side-effect of being somewhat slow, I've gotten to experience a few near death experiences in the morning by almost choking on my [regurgitated] blood. Now it's a rare side-effect so it took a few close calls for it to be found.

- It numbed far more than just the pain. Can't finish the memory, lose track in the middle of a sentence, sudden onset of sleepiness. I had to choose health or work because this medication didn't allow me both. It went quiet in my head and gave me loopy dreams.

- I have stopped taking it and the effects on my sleeping rhytm, stomach function and brain communication can still be noticed months after.

-----
BOTTOM LINE:

Use no more than needed, hide it away (so you don't go take more with a cloudy head) And I would seriously advice against prolonged use if you have ANY alternative. It's initial effectiveness is addictive. It really is a drug. (The ""Don't do drugs kids!"" kind)",1,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",19
62426,55-64,Joint Damage causing Pain and Loss of Function,7/31/2015,naproxen,5173,5,3,"Taken about a week but after that, cut one pill in half at bedtime. Was enough to relieve knee pain and not feel doped.After a few days I got up one morning to leg pain in veins.Not sure if it is related to this drug but a large bump and swelling in vericose veins. 

",2,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
62440,65-74,Gout,6/4/2015,naproxen,5173,1,4,"I take 250mg in the A.M. with food and milk, but I get tired and kind of spacey which lasts until evening.  It helps my gout, but I do not like the feeling the med gives me. I am probably going to stop taking it and see if I feel better.",3,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
62450, ,Other,5/27/2015,naproxen,5173,5,4,"I was prescribed this post-operatively. I had never taken Naproxene before and although I did get a bit lightheaded, I had no pain. Works for me!",4,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
62458,25-34,Rheumatoid Arthritis,5/4/2015,naproxen,5173,5,1,"I was diagnosed with Osteoarthritis (Degenerative Disc Disease L4-S2 which leads to severe sciatica pain as well) I'm a 31 year old male.  I find this to be useless. nothing for pain, and left me very frustrated as i continue to look for answers.",1,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
62465,19-24,Other,4/23/2015,naproxen,5173,5,4,"I've been taking otc naproxen for years for period cramps, but I was recently prescribed a higher dosage for pain and swelling in my knee. It's helped with the pain and the swelling is finally starting to go down after a few weeks of not being on anything. The only thing I've noticed is about an hour after taking it I really need a nap, I never experienced drowsiness on the otc strength. It really doesn't effect me enough to disrupt my day, though. Now for physical therapy!",4,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
62471,13-18,Pain,4/19/2015,naproxen,5173,5,1,Did NOTHING or if I was lucky . . . next to NOTHING!!!,1,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",2
62477,65-74,Rheumatoid Arthritis,4/4/2015,naproxen,5173,3,4,"I've had R.A. for 34 years. Took naproxen for a year when 35 years old, ended up in hospital with stomach pain, so stopped. Was very effective pain management. Since then had used all the R.A. drugs - methotrexate, sulfasalazine, Enbril, celebrex, etc. Their effects in time wore off, so I'm back to naproxen for past 3 years, working quite well. I take 720 mg per day, and take it with large quantities of food, so far no stomach issues at all. I think taking with a lot of food is the answer to keeping digestive tract healthy.",4,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
62483,75 or over,Pain,3/30/2015,naproxen,5173,5,5,"naproxen ,OxyCONTIN ,Ritalin,XANAX, Methadone ,Percocet ,Hydrocoden ,Adderall 
Modafinil ,KlonoPIN, Nubain nalbuphine and other painkillers available for sale Email: (dolisymth@gmail.com)",5,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",3
62489,25-34,Other,3/21/2015,naproxen,5173,5,2, ,2,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
62512,45-54,Pain,3/7/2015,naproxen,5173,4,5,Dr subscribed for lower back pain when needed. First pill pain was gone. only had to take 2 or so in the last 3 weeks. Works fine for me.,4,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",17
62522,25-34,Inflammation of the Lining of a Joint,2/19/2015,naproxen,5173,5,5,"Motion sickness, vertigo, cloudy heady. Takes pain away from my shoulder.  Causes more harm then good called doctor to switch to another brand. ",1,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
62528,35-44,Inflammation of the Covering of the Tendon,2/17/2015,naproxen,5173,1,1,Doctor recommended for the purpose of anti-inflammatory problems with my hand (joints).  The first day I took it gave me a really bad stomach pain.  I did not not make the connection about my stomach pain and the pill until I took it the second time.  I stopped taking it. ,1,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
62534,19-24,Migraine Headache,2/3/2015,naproxen,5173,4,2,I get headaches almost everyday for the past couple of years. I took naproxen when the pain got really bad but it ended up not working/making the pain worse for me. Returning to ibuprofen until my doctor prescribes something else for me.,1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
62540,13-18,Pain,2/2/2015,naproxen,5173,4,3,Naproxen caused me to have 3hr nose bleeds multiple times.  It really thins blood.,1,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",9
62546,19-24,Pain,1/30/2015,naproxen,5173,4,5,"Originally prescribed for when I tore some tendons, I've continued to use it on and off ( I have so much leftover).   If I get really sore and have trouble sleeping this helps me out a lot.  I usually pair it with robaxin for muscle pain.  It's also fantastic for severe headaches. ",5,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",13
62552,45-54,Painful Periods,1/25/2015,naproxen,5173,1,1,I had tremendous stomach pain worse than I experienced using Aspirin. My stomach felt so terrible that I had zero pain relief. Tylenol works best for me. It's safer. Tylenol works by loosening your blood vessels thus making blood easier to flow through your body. Avoid Aleve!,1,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
62558,35-44,Pain,1/25/2015,naproxen,5173,1,1,I had tremendous stomach pain worse than I experienced using Aspirin. The bleeding stomach was so painful that I couldn't feel any pain relief. Tylenol works best for me. Safe and comfortable as Tylenol it literally looses your blood vessels to make your blood easier to flow through your body. Avoid Aleve.,1,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",7
62564,55-64,Inflammation of the Tendon,1/6/2015,naproxen,5173,3,3,Hip Pain and Tendon pain in my right leg.  Medicine gives temporary relief and I am thinking of asking my doctor for an alternative,2,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
62570,19-24,Painful Periods,12/20/2014,naproxen,5173,4,4,"It quickly reduces endometriosis pain, however, I get extremely sleepy after taking it and medicine hardly ever effects me this way. ",3,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
62576,35-44,Inflammation of the Covering of the Tendon,12/16/2014,naproxen,5173,1,1,"Took the medication as prescribed, with food and it still caused serious stomach pain.  I had to stop after 3 days and after 4 days I am unable to eat because of my burning stomach pain.  Do no take.",1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
62582,45-54,Pain,12/13/2014,naproxen,5173,5,5,"I was on 800 mg. Motrin for about 25 years for arthritis in my lower back and neck. My Dr. decided that I needed to switch things up and move to something less harsh on my stomach. I have been taking Naproxen 500mg. for nearly 5 years now. It worked, it was easy on my system until about 3 weeks ago and I began to have unbearable pain in my chest, left arm, left neck, and left shoulder blade. Thought I was having a heart attack! Emergency room visit, EKG was normal, labs normal, (however cholesterol 560), but that's another Springer show. ",1,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",22
62588,25-34,Pain,12/12/2014,naproxen,5173,5,5,Took my pain away a felt great with the pain I was having.,5,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",5
62594,45-54,"Disorder characterized by Stiff, Tender & Painful Muscles",10/26/2014,naproxen,5173,2,3,"I used this medication a few years ago. I ended up having a reaction and had painful mouth ulcers everywhere in my mouth and throat. They were as painful as canker sores, so anyone who suffers from them should be careful. I never take any products hat has naproxen in it anymore. Worked well for pain but the side affect wasn't worth it ",1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
62600,55-64,"Disorder characterized by Stiff, Tender & Painful Muscles",8/15/2014,naproxen,5173,5,4,Eased the pain to the extent that I could move my body normally where as before I was restricted. Didn't give 100% relief. About 80%. ,5,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
62606,45-54,Inflammation of the Tendon,8/7/2014,naproxen,5173,5,5,I experienced an upset stomach and RED blood in my feces after taking it. But it went away after I stopped. I would like to know what the main cause of the bleeding was?,1,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
62613,25-34,Migraine Headache,8/3/2014,naproxen,5173,5,5,"The ONLY migraine cocktail that works well for me is 1 Naproxen 500mg Tablet
          1 Sumatriptan 100mg Tablet
          1 Promethazine 50mg Tablet  and
          1 Clonazepam 1mg Tablet
This works 99.9% of the time.  I have found it to work quickly, and it does not cause stomach upset.  Thank heaven for generic medications and migraine medications!
",5,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",2
62619,55-64,Other,8/1/2014,naproxen,5173,1,1,"I took this for a pinched nerve 3 yrs ago. I experienced extreme memory loss, hallucinations and numbness in my arms & face with no good results for relieving pain I took the generic Gabapentin.",1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
62625,45-54,Inflammation of the Tendon,7/14/2014,naproxen,5173,5,5,"I took this for 3 yrs due to a severely inflamed tendon and nerve damage in my left arm.  It worked fairly well for inflammation for a while, but eventually caused me to have heartburn every time I took a dosage.  The heartburn went away when I stopped taking Naproxen.   ",3,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
62632,25-34,Pain,7/13/2014,naproxen,5173,3,4,I get tummy pain from it but it helps with the pain ,2,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",14
62638,13-18,Painful Periods,7/10/2014,naproxen,5173,3,3,I actualy havnt started taking this drug yet but if it effects me the way it affects some people I'll be sure to change thanks for the forewarning.,3,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
