Date,Star,Condition,Rating
2/12/2021 8:03:53 PM,1 Stars,Rated  for Pain Report ,"I worked a 12 hour day painting for a last minute project and woke up the next day entirely sore. I had not taken Aleve in a long time and the bottle dmsaid you could take 2 as your very first dose (which I did) and then 1 more after I hours (which I did before bed). I did not experience any particularly noticeable pain relief. I woke up the next more and my stomach was in pain which I thought was due to gassiness and I farted. Turns out it was diarrhea. Yes folks, this happened in my bed. I threw away the bottle of Aleve right away and haven't touched it since. It is now day 3 and I still have had zero relief as far as the diarrhea goes. I have been eating very lightly (bananas, saltines, and some squash soup) and then have to suffer for 3 hours as my body slowly purges every last bit of it. I see no end in sight and intend on seeing a doctor soon if this doesn't improve. I have no other symptoms other than the chronic diarrhea (not even nausea) so I know I am not sick with something else. Wish me luck folks! And be careful with this drug. If you notice gastrointestinal issues upon taking this drug, you're not crazy and you're not alone."
1/29/2021 10:06:29 AM,5 Stars,Rated  for Pain Report ,"I was prescribe this medication for Trigeminal Neuralgia, I’m already on 5 different medications for my Multiple Sclerosis and Naproxen is the only thing that is helping the excruciating pain. Trigeminal Neuralgia caused my whole right side of my head to have uncontrollable shooting pain..I’ve been taking this medication for 1 week and as long as I take it twice a day the pain is under control. It does make me sleepy, but I welcome fatigue over the pain."
1/23/2021 9:25:14 PM,5 Stars,Rated  for Pain Report ,"Yesterday I took One 200mg. Took almost all my lower back pain away, it was becoming excruciating. I play running sports and am very active. It was getting progressively more difficult to get up from sitting or lying in bed and pain had nearly sent me to a specialist. I'm 68 and have always been active, take calcium and glucosamine supplements. I searched the internet for other people who felt like this drug had cured them. Sounds crazy but we'll see. 28 hours since the first 200mg. tablet. If after I jog or play pickleball we'll see if the ""cure"" lasts."
1/13/2021 2:26:43 AM,5 Stars,Rated  for Pain Report ,"I was prescribed this for back pain as I couldn’t sit too long the pain was unreal , I’ve tried all sorts of tablets and nothing has been more effective as naproxen only problem is it makes me very tired so I only take one now when I can’t stick the pain , have never took the stomach tablets with it and my stomach has been fine just came on this to see if anyone else was experiencing tiredness after taking them"
1/5/2021 2:06:20 AM,1 Stars,Rated  for Bursitis- Shoulder (impingement syndrome) Report ,"For my period pain it was okay no stomach pain but since the doctor has prescribed it three times a day for my shoulder ,my first week my stomach hurts so bad feel like heartburn twisting burning feeling like I'm going to throw up big time diarrhea I've never experienced this before I can't eat or drink anything hurts to breathe so I don't think I'll be taking Naproxen anymore"
12/1/2020 6:31:33 AM,1 Stars,Rated  for Bursitis Report ,"Got prescribed Naproxen for pain relief and inflammatory medication for a knee injury and I took it for 2 weeks straight two a day sometime three if the pain was bad. Missed one day and continued the day after. That weekend woke up violently vomiting and shakes, sweats and temperature fluctuations with stomach pain. It was brutal. This has been continuing on a off whenever I eat something huge or rich since; 1 week."
11/23/2020 6:44:17 PM,1 Stars,Rated  for Acute Gout Report ,"Had bad very migraine and neck tension. Dr recommended Naproxin or aleve. I was under the gun at work so took a few every 4 hours that day. Went home felt like hole in stomach, gnawing and pain radiating to my lower back. A combination of feeling being punched in the stomach and insides bleeding. When I eat pain is triggered back. It's been one week and still pain comes and goes after I eat. Like the naproxen made a hole in my stomach. My stomach is swollen. I cant sleep at night when it starts to hurt. I wish I didn't take it. And I do remember this happened to me 10 years ago when I took it but wasnt sure the Naproxin was the cause. Yeah then found this site and confirmed this pain was the naproxen. Don't take unless you want destroy stomach lining or pancreas and kidney or liver because that's how it feels."
10/15/2020 4:47:21 AM,1 Stars,Rated  for Moderate Pain Report ,I took it once for post laceration/stitches pain. I woke up with the worst stomach pain and felt like my stomach was being drilled. Get rid of this garbage!!!
10/15/2020 4:46:36 AM,1 Stars,Rated  for Pain Report ,"I was prescribed naproxen earlier this week as I have sprained my groin and pelvic muscles running. I took only two 500mg doses as directed after a meal, on Monday this week. I woke early hours Tuesday morning with uncomfortable pain in my stomach that I can only describe as hunger pangs and gurgling. Since then the pains seem to have gotten worse and more constant. I have not taken naproxen since Monday, now early hours Thursday morning I am still in pain. Is it likely two doses of naproxen will have caused this? The naproxen did not even help with my groin sprain, wish I never took this nasty tablet :("
10/15/2020 12:57:21 AM,1 Stars,Rated  for Acute Gout Report ,"do not take this drug! I feel worse than I did before taking it. I have a tear in rotary cuff dr prescribed this. Today is day one I’ve only taken 1 tablet and I feel totally shit.Head is spinning, chest feels heavy, feeling hot n cold, stomach aches. I just want it out of my system! They are in the bin !"
10/15/2020 12:47:12 AM,1 Stars,Rated  for Pain Report ,I took Naproxen for 3 weeks prescribed by GP for pain and inflammation. After 2 weeks I started to notice purple blotches/bruising on my skin and severe constipation. Also feeling nausea and fatigue. Yesterday I made the decision to stop taking Naproxen after such a short period of time I have been vomiting all day which appears to have subsided.
10/9/2020 2:25:00 PM,2 Stars,Rated  for Pain Report ,"I took this for lower back pain and it gave me severe stomach and chest pains. Stupidly I had taken this before and the same thing happened but forgot! Please be careful, I have now thrown them away so I don’t make the same mistake again."
10/6/2020 6:37:40 PM,1 Stars,Rated  for Osteoarthritis Report ,"I try not to take pain meds and only take them if I have to. I have osteoarthitis and various other pain throughout my body. I caved in and took just 1 dose 500mg Teva-Naproxen after almost a year. I guess I forgot how painful taking this medication is. Why didn't I throw this out months ago?!! NEVER AGAIN! My stomach bloated and burned. My chest hurt. In one hour I was in and and out of the washroom 3x hoping everything inside would flush out and I would have relief. To say I was uncomfortable was an understatement. If it wasn't for Covid, I'd have gone to the hospital. I went to bed last night with a hot water bottle on my upper stomach to soothe and calm the pain so I could sleep. DO NOT TAKE THIS STUFF. THROW IT AWAY! Doctor's shouldn't be prescribing this at all. If your doctor prescribes it, tear up the prescription and look for other alternatives to help with your pain."
9/24/2020 1:29:18 PM,2 Stars,Rated  for Pain Report ,Took one dose(550mg) before bed woke up with EXTREME stomach pains. Did help with my pain i was having in my mouth but my stomach was in so much pain. Holy Hell! I don’t recommend
8/17/2020 1:14:10 AM,4 Stars,Rated  for Bone Pain Report ,Bottom of my back went. Practice nurse prescribed them. Had to take stomach tablets as well. Took them for a week. Don’t know if this is related but stopped Friday and it’s Sunday now. My whole body aches like flu and my jaw aches and my palms itch like hell. The hand thing happens when I forget to get my antihistamine which I think I’m addicted to. So wondering if I’m in withdrawal?
7/24/2020 10:28:28 AM,1 Stars,Rated  for Moderate Pain Report ,"It takes the pain away for a small amount of time, but has since made me incredibly anxious to a stage I think there is something wrong with me. I don’t ever feel this way! I wouldn’t recommend taking this whatsoever."
7/18/2020 6:53:25 PM,3 Stars,Rated  for Dysmenorrhea Report ,"In my experience, it was actually not as fast acting as I’ve heard it to be (took 2-3 hours to kick in, sometimes more). However it was effective at relieving cramps once it kicked in, but not more than ibuprofen. I haven’t experienced any side effects and I’ve been taking the 500mg tablet two times a day each first & second day of the period for about a year now. Overall not bad, but not necessarily better than ibuprofen so I will be switching."
7/17/2020 10:56:06 PM,5 Stars,Rated  for Rheumatoid Arthritis Report ,I can live my life. The pain is still there depending on how active I am. I can understand the complaints about stomach upsets but I take Omeprazole half hour before and I eat a big breakfast. My GP warned me to do this. Naproxen needs something to chew on. Its only been two weeks but I’m very optimistic. I’ve been able to stop Co Dydramol.
7/13/2020 10:45:15 AM,2 Stars,Rated  for Pain Report ,"I have previously taken Naproxen for back pain and while it helped a bit, it was not worth the stomach pain it caused. Now I am taking it for period pain and the past two days SINCE I STOPPED TAKING IT I am still feeling unbelievably sick. I barely slept because I kept waking up to extreme stomach pain. I don't think I will take it again - my period pain is unbearable but at least it goes away after a day."
7/11/2020 5:14:20 AM,1 Stars,Rated  for Pain Report ,Please don’t take this drug. I took naproxen for nearly 5 years for bad period pains it worked amazing and I could actually get on with my day without being confined to my bed with period pains. One night I took 1 tablet before bed and I woke in the night with excruciating chest pain it felt as if something was inside my chest trying to push its way out. The next day I also had burning pain in my upper stomach the doctor thought it was a stomach ulcer. Ever since then I can’t eat the food I used to it has damaged my stomach lining and I am still suffering a year later! Please. Don’t use this drug I have lost 2 stone in weight it is a terrible drug.
7/10/2020 5:58:32 AM,1 Stars,Rated  for Acute Gout Report ,"I will never ever take this medication again. I could not figure out why I was experiencing and still am experiencing after a week of stopping the medication why I have migraines, tiredness, dizziness, nausea, vomiting, stomach pain, and diarrhea. My family kept saying I am pregnant and I kept telling them I know I'm not pregnant. I have 3 kids and this time I knew it's something different. Well turns out its Naproxen that is making me feel this way. It's been 9 days since I stopped and I still feel sick with all the side effects. The doctor said to wait one more week and still no improvement to go in and get checked. I'm tired of feeling this way."
6/23/2020 2:03:48 PM,1 Stars,Rated  for Pain Report ,"I have a torn rotator cuff, eas giving codine made me do woozy, now got Naproxen twice s day been on them a week . Today started with stomach cramps and diarrhoea. After what i have been reading think i will stop."
6/9/2020 9:48:10 PM,1 Stars,Rated  for Pain Report ,I was prescribed this for pain in my muscles and by just taking 1 pill of 550mg I had severe pain in my stomach followed by nausea and diarrhea. NEVER TAKE THIS !!!!!!! Even after the medication my stomach still doesn't feel fine and it has been almost a week since my last dose. NEVER TAKE THIS SERIOUSLY DON'T!!!
5/28/2020 2:40:33 AM,1 Stars,Rated  for Pain Report ,"Have been taking this for about a year monthly to help with very bad period pain. Was great at first but last month I ended up with horrendous stomach cramps, diarrhoea and acid indigestion for days. Didn't link it at first but after one tablet this month I am in agony again and worrying what damage I may have done to my stomach lining. Avoid this drug."
5/22/2020 12:37:22 AM,1 Stars,Rated  for Pain Report ,Prescribed for whiplash 1st day felt very nauseous terrible stomach gripes didn’t realise it was the medication but same symptoms 2nd day. Thrown them away DO NOT TAKE THESE
5/17/2020 7:51:26 PM,1 Stars,Rated  for Acute Gout Report ,"I have sacroiliac joint injury. Prescribed Naproxen 1twice a day. I have never felt so ill. I was given omeprazole to prevent stomach problems, but it hasn't worked. Terrible stomach pains, nausea,Diahorrea and feelings of dizziness. Do not take this medication. I have stopped taking it, I'd rather deal with the immense constant pain rather than the awful side effects Naproxen causes."
5/13/2020 6:07:39 PM,2 Stars,Rated  for Tendonitis Report ,"It was prescribed to me, knowing I have a history of chronic Gastritis. I was assured that ""short term use"" was ok. I was prescribed 500 mg twice per day. Although it DID help relieve the pain, after the 4th day or so, I began having some abdominal discomfort and burning in the mid stomach. I increased my Omeprazole because I half expected some symptoms. The Dr told me I could back off to one per day. I managed 2 days of that an am having a full blown flare. Diarrhea, dizziness, abdominal pain and burning. I am done with this medication. ANYONE who has a sensitive stomach, Ulcers, Gastritis etc needs to steer clear!"
4/24/2020 1:38:42 AM,1 Stars,Rated  for Tendonitis Report ,Not normally one to complain but this is the worst reaction to a medication I have ever had. Two doses into it and I had a griping stomach ache followed by nausea and the squits. Annoyingly it eased the shoulder pain but the side effects are just too bad to continue.
4/10/2020 8:28:12 AM,1 Stars,Rated  for Dysmenorrhea Report ,"I took Naproxen for severe menstral cramps but the nausea, stomach pain, burning and depressed were far worse than the original pain. I couldn’t concentrate or eat properly for days and after three days am still feeling nauseous. Cannot believe this dangerous medicine is sold OTC in Australia is should be banned."
3/16/2020 1:37:34 AM,1 Stars,Rated  for Osteoarthritis Report ,"My husband was prescribed arthritis tablets many years ago, after taking it he became very ill and we had to call the ambulance but they left not knowing what was wrong with him, he stopped taking the medication and improved, many years later he began taking his arthritis tablets again and once again became ill and we had to call the ambulance and once again they left not knowing what was wrong, he stopped taking the medication and improved. Last year he went to his doctors complaining of arthritis and was given naproxen, that was in November 2019 , he went to his doctor complaining of other symptoms but was ignored, January 18th he had an heart attack and had to have two stents fitted , I researched naproxen and they have a black box warning in the USA and they can cause heart attacks and adverse heart problems , my husband was taken straight off of these horrible drugs though the damage is done and has damaged his heart. I would never advise anyone to take these tablets and I wish they were taken off of sales here in the uk."
1/26/2020 11:21:43 AM,1 Stars,Rated  for Pain Report ,"Was given 500 mg dose 2x/day for arterial sinus inflammation. Seemed to relieve pain relativity well. However, on the 2nd night I was awoken with horrible stomach pain and cramps. The next morning I woke up and ate breakfast and proceeded to take my morning dose. A few hours later, my stomach started burning VERY bad. I tried Ranatidine, Pepto Bismol, and Multi-Symptom relief Tums. Nothing helped. I tried to eat, but even water burned hitting the bottom of my stomach. I then proceed to have bloody vomit. I refuse to take this ever again. I will call Monday morning for an alternative."
1/23/2020 5:18:51 AM,5 Stars,Rated  for Rheumatoid Arthritis Report ,"I was given naproxen to keep my ribs at bay as when they flare they are painful, honestly i dont know what i would do without them every now n then il get some stomach pains iv had a stomach ulser once in about 10 years"
1/18/2020 5:01:24 PM,1 Stars,Rated  for Headache Report ,"Headache due to my anxiety, took my headache away slightly but me very lightheaded"
1/13/2020 8:50:26 AM,1 Stars,Rated  for Pain Report ,"I ended up in the ER today after a week of chest pain and an exceptionally rough episode running errands this morning for the first time since the pain began. The diagnosis was chest wall pain, likely due to inflammation from a cold. It's going on 11pm. I got home from the ER around 6:30pm, and I've had watery diarrhea maybe a dozen or so times in the past 3 hours. Reading the other reviews prompted me to substantiate the claims with my experience. Stay away from this pharmakeia filth."
1/10/2020 4:03:15 PM,1 Stars,Rated  for Dysmenorrhea Report ,"Absolutely dreadful drug. I was prescribed the enteric-coated tablet (500mg) which is a whopper of a size to swallow whole. It only starts to break down once it reaches the intestine, but unfortunately, I still experienced all the weird stomach aches and diarrhoea. Definitely upset my system. Way too easy for a GP (UK) to write this prescription drug, without warning of the painful side effects, so in hindsight, I’d never have taken it if I’d known."
1/10/2020 2:09:44 PM,1 Stars,Rated  for Tendonitis Report ,"Day 2 of a twice daily dose and I have been up all night with stomach pain, indigestion, heartburn, nausea. It is awful and so avoidable - I have an inflamed knee from over-use that could go away on its own and caused no pain. Should never have been prescribed this drug and had I known the likelihood of these effects would never have taken it"
1/3/2020 12:48:58 AM,1 Stars,Rated  for Pain Report ,"Number years ago prescribed 500mg naproxen for my back. Took for only 1 day before my holiday and spent over a week in horrible stomach pain and pain under breast bone. Recently needed extra pain relief for my back and my doctor advised naproxen but lower dosage of 250mg. I had took 1 dose a day for 2days, f*** me I feel like I am being stabbed repeatedly under my breastbone, that's only after 2 tablets. 4 days on and pain is not going away. Naproxen is a horrific medication that gives you more pain than you already have. Have been witness to people losing there stomach because of naproxen. Ban it, can see company that produces naproxen will face lawsuits due to damage it causes. NO STARS THIS MEDICATION IS AWFUL AT BEST."
12/22/2019 8:16:06 PM,1 Stars,Rated  for Ankylosing Spondylitis Report ,I took my first dose in the evening then woke up early morning with a stomach upset which got worse over time and lasted all night and day. I stopped taking them and had to have over the counter Nexium to help my stomach repair. I wouldn’t recommend this for anyone.
12/19/2019 12:47:27 AM,1 Stars,Rated  for Tendonitis Report ,"This is my second time being on Naproxen. The first time was in october when I had an egg burst in my ovary. I didn't even finish it as I was feeling funny a few days into it. I was prescribed it again about a week ago for tendonitis pain, as of today I am DONE and not finishing it. It has increased my anxiety levels, rapid heartbeat, I constantly feel lightheaded, lose of appetite, and it has given me a killer migraine. In all honesty, it has not helped my pain either. Watch out for the side effects on this one!"
12/7/2019 11:57:21 AM,1 Stars,Rated  for Pain Report ,Took it for 6 days it helped for the first 2 days then the heat burn and vomiting upsets stomach and chest pain started couldn’t sleep not good don’t take them I haven’t took them in 2 days and I’m still feeling side effects
12/5/2019 6:16:01 PM,5 Stars,Rated  for Osteoarthritis Report ,By far the most effective painkiller. ALL drugs have side effects suffered by a few people. Have used it for osteoarthritis in the knees and is the only thing that will relieve the pain. Paracetamol and ibuprofen do nothing. Recently suffered a cracked rib and as I am taking blood pressure med doctor told me not to take naproxen. The described codeine has done nothing so I stopped the blood pressure med for a couple of days and took naproxen which fixed the rib pain straightaway. Never had any ill effects.
11/29/2019 8:51:53 PM,1 Stars,Rated  for Pain Report ,"I was prescribed Naproxen and Diazepam after injuring my back and neck. I had a snack and took a dose of the Naproxen at around lunch time. I then had the diazepam as directed in the evening, and I woke a few hours later with the most unbearable stomach pain. So unbearable that the diazepam didn’t make any difference to that. I’ve been to the GP who believes the Naproxen has corroded my stomach lining. My neck and back pain was excruciating but I would prefer that to the stomach pain caused by the Naproxen - I wouldn’t wish it on my worst enemy."
11/15/2019 11:11:14 PM,2 Stars,Rated  for Moderate Pain Report ,"I was prescribed 500 mg of Naproxen to be taken twice daily as an anti-inflammatory, coupled with Doxycycline Monohydrate (antibiotic), to combat a testicular infection. All went smoothly at first, and then I started to have stomach pain, especially in the upper center chest area where the stomach meets the esophagus. I felt like bad heartburn at first, which is not really possible for me since I have had nissen fundoplication surgery. I quit taking the Naproxen yesterday and am still quite miserable, particularly when I am in a sitting position. I am hoping that the pain goes away soon."
11/15/2019 3:01:59 PM,1 Stars,Rated  for Pain Report ,"I’ve been on naproxen for period and back pain for the past few months. I have however recently been diagnosed with low blood platelets, low iron and vitamin D. My condition could be due to something more serious ( i really hope not) however, after researching my condition naproxen has been mentioned more than once. This was the only medication my GP told me to stop asap as soon as the above results were highlighted. I would never suggest anyone takes this medication. If it is the cause of my physical problems. I will be taking this further it should be banned. PLEASE NO ONE TAKE IT. x"
11/14/2019 8:39:15 PM,1 Stars,Rated  for Lateral epicondylitis (Tennis elbow) Report ,Was prescribed Naproxen just a hour ago but after reading these reviews l've thrown them in the Dustbin!!! I'd rather the Pain than take these things!!!
11/12/2019 7:21:26 PM,1 Stars,Rated  for Pain Report ,I took this for my foot pain and I have had no appetite for the few days I've been taking it. I have had extreme nausea and burning in my chest along with unbearable stomach pain. I have also been experiencing bloating and diarrhea. I had to call my doctor and tell her I refuse to continue taking this med.
10/17/2019 8:36:31 AM,1 Stars,Rated  for Gouty Arthritis Report ,"I started taking it as prescribed, 2 daily with meals, and I started to have terrible stomach pain and bloating. It wasn't until I read the side effects and reviews that I realized my stomach pain was caused by Naproxen. I wouldn't give my worst enemy this, the pain is unbearable. Stomach pain is so bad I could cry."
9/20/2019 6:34:15 AM,1 Stars,Rated  for Pain Report ,"Took Naproxen 500mg for 6 days, twice a day. Two weeks later and I'm still recovering from abdominal pain. In 2 weeks is my endoscopy. My GI doctor thinks I may have an ulcer. I wish I had not taken this medicine."
6/29/2019 3:38:52 AM,1 Stars,Rated  for Pain Report ,"Be very careful if you are sensitive to drugs. I took naproxen for a day and a half for period pain. It did stop the cramps but what came next was horrible. At 1am I woke up with severe upper abdominal pain and was rushed to hospital. I stayed in emergency for 7 hours with nausea and was given endone and a numbing drink to try and alleviate the pain but that still didn’t help. In the end, blood tests revealed I had acute pancreatitis from Naproxen, a rare side effect. I’m still recovering 10 days later. I will never touch this drug again. Ibuprofen and paracetamol have always been fine for me. Read the long list of side effects first!!!"
6/8/2019 9:45:24 PM,1 Stars,Rated  for Migraine Report ,"I wish I never took naproxen. I ended up worrying about low blood sugar too much because of the ph in some waters, ate too much, and vomited all over the place. I never had this much anxiety in a very long time! I definitely would NOT recommend this medicine, especially for migraines like I have. It caused me to be extra hungry and thirsty at the same time which had also caused me to worry about low blood sugar. I want off this medication!"
5/20/2019 12:15:42 AM,1 Stars,Rated  for Pain Report ,I was prescribed naproxen and within 5 days of taking it I had to stop because it had given me a severe rash. After 3 days my joints had swollen so badly I couldn’t walk. I went to the hospital and was admitted with vasculitis (inflammation of the blood vessels) the doctors estimate it will take me 3 weeks to recover from this. This has been the worst illness I’ve ever had. Do not take this!
4/14/2019 8:25:47 PM,1 Stars,Rated  for Moderate Pain Report ,"Was prescribed naproxen for an inflammed ovary. Instead this medicine caused me to feel nauseous, dizzy, made me throw up, drowsy, gave me a rapid heartbeat and chest pains. I’d rather live with the inflammed ovary over ever taking this pill again. I do not recommend it."
3/22/2019 3:25:46 PM,1 Stars,Rated  for Moderate Pain Report ,Sciatica pain … The Aleve was worthless.
3/20/2019 3:25:57 AM,1 Stars,Rated  for Osteoarthritis Report ,Felt unwell as soon as I took the first tablet - followed all instructions about how to take the medicine. I preserved with it for 12 days by which time it caused bleeding from stomach and bowel. Within hours I had lost so much blood I required a blood transfusion.
3/8/2019 11:58:20 AM,4 Stars,Rated  for Acute Gout Report ,Lower back pain and depression. After reading the side effects I will stop this medication.
3/1/2019 3:34:37 AM,1 Stars,Rated  for Rheumatoid Arthritis Report ,Consultant prescribed 500 mg X 2 a day along with anti acids for rheumatoid arthritis could only take for 1 day as although the pains in my knees were significantly better the pains I had in my stomach were very painful & I wouldn't go through it again so took all medication to the pharmacy to be disposed of.
2/14/2019 3:10:42 AM,2 Stars,Rated  for Osteoarthritis Report ,"I was diagnosed with psoriatic arthritis in November and prescribed 00mg Naproxen twice a day and 1 omeprazole to protect my stomach. I t worked wonders, I was out of pain for the first time in months, able to resume work and my normal activities. Forward 3 months and i began experiencing dizziness, nausea, stomach pain, exhaustion, just lifting my arms ached & finally black stools at which point I was diagnosed with internal bleeding and taken off the Naproxen immediately. It's a very effective but do be aware of the side effects and stop taking it if you feel unwell. My doctor said i could have died."
2/12/2019 11:38:56 PM,1 Stars,Rated  for Headache Report ,"Hi.. I literally had the worse headache ever! I only had Naproxen so I took two. Within less then a hour I felt so so ill!!! Before I could do anything I was sick 4 times :(.. n a lot of it! If you use this drug, make sure to eat properly before!"
2/6/2019 2:44:38 PM,1 Stars,Rated  for Pain Report ,Took naproxen for back and neck pain before bed and woke up with severe stomach pains so bad I couldn’t get back to sleep. They lasted the entire day and were so uncomfortable I wouldn’t take this drug if it was the last pain med on the planet.
2/4/2019 6:34:04 AM,5 Stars,Rated  for Osteoarthritis Report ,My doctor stopped my Naproxen about t weeks ago and joint pain has increased severlely again so I am going back to ask for it to be reinstated to control my osteoarthritis.
1/31/2019 4:15:23 AM,1 Stars,Rated  for Pain Report ,"Awful! Have only taken for 3 days and although it gives slight relief to the pain in my back from pulling a muscle, the side effects are horrific. Upset tummy, nausea and the worst stomach pain. Id rather the back pain than the stomach pains that are making me feel so ill!"
1/25/2019 10:11:07 PM,2 Stars,Rated  for Pain Report ,"I tried Aleve (naproxen) because it was advertised as a safe and long lasting pain control. I soon realized that for myself it only worked if I only took a dose once in a while. The 1st dose works marvelously the second does nothing. I've spoken to quite a few people who've tried it and most had the same experience. Happily I haven't had any of the side-effects listed here and I don't think anyone else I spoke to has either but since reading the possible complications and the fact it doesn't work on an on going basis for me anyways, it's not worth the risk since my mother died of kidney disease and I'd much rather not take the chance. Bye bye Aleve"
1/22/2019 1:13:38 AM,1 Stars,Rated  for Pain Report ,"I have recently been prescribed Naproxen for shoulder pain whilst waiting for an x-ray and scan. However I have decided to stop taking them as I am experiencing a constant dull ache on the right side of my stomach and I am also constipated and passing alot of wind. Having read some of the reviews, I am glad I haven't been taking Naproxen for long. I have shoulder pain but now have other problems because of Naproxen!!!!"
1/13/2019 3:27:56 AM,1 Stars,Rated  for Osteoarthritis Report ,"have been taking this for three months now and have decided to stop taking it- i think i convinced myself that it was helping with my pain because I paid to see a private physician who prescribed it for me. I have been nauseous and miserable probably since i first took it. Im going to see how i feel over the next few days without taking it, I'll pro go back to Ibuprofen in the interim. Will post another review in a week to give a fair judgement."
1/8/2019 10:51:49 AM,3 Stars,Rated  for Pain Report ,"I pulled my back and my doctor prescribed me naproxen 500mg to take twice a day, initially it was ok but after a day I experienced heart burn, and stomach pain (especially when I ate). Stomach pain is a side effect it says so on the packaging so I thought I could bare with the stomach ache until my back was better. However, I can not seem to sleep I don’t want to take it at night before bed anymore and use a different pain killer. I’m writing this at 5:45am because I physically can not fall into a deep sleep. It does help with pain but please be aware of these side effects. I took these to also help me sleep through my pain but instead it gets rid of pain but I can not sleep."
1/4/2019 6:45:32 PM,2 Stars,Rated  for Pain Report ,"I was prescribed naproxen 500mg for twice a day cause I had developed costochondritis after the first 2 days of taking it I felt very drowsy, tired, dizzy, lightheaded, nausea and stomach pains after a few days went on after it I felt better but started getting more pain in my stomach and was having increased heart palpitations and bad heartburn as well as difficult sleeping I wouldn’t recommend you take this if your prone to side effects like I am but it does help that pain a lot."
