Date,Star,Condition,Rating
2/29/2004 2:13:28 PM,1 Stars,Rated  for Endometriosis Report ,"Ultracet I have a 10 year history of stage 3 endometriosis involving 3 major open large incision surgeries. Long after my recovery, months later I had some pain with periods after all the endo was removed along with dense adhesions. Ultracet is worthless in my opinion, and I am a pharmacy professional. It has been listed in PDR's (dr's drug guide books) Ultracet is not for long term use due to side effects, and even though 1 only used it 1 week, no dose past dose #2 wprked. I threw out the whole bottle of 40. I definately would recommend regular OTC pamprin or even a tylenol #3 much more than any Ultracet"
2/27/2004 9:46:31 PM,2 Stars,Rated  for Osteoarthritis of the spine (Facet joint degeneration) Report ,"Ultracet I have had both knees replaced, as well as hip and back pain, and I do not find taking 2 Ultracet very effective. I find taking 2 Ultram with 1 500mg Tylenol much more effective, and cheaper."
2/27/2004 9:46:31 PM,2 Stars,Rated  for Osteoarthritis Report ,"Ultracet I have had both knees replaced, as well as hip and back pain, and I do not find taking 2 Ultracet very effective. I find taking 2 Ultram with 1 500mg Tylenol much more effective, and cheaper."
2/20/2004 4:25:25 PM,1.5 Stars,Rated  for Endometriosis Report ,"Ultracet Made no difference in pain, upset my stomach."
2/10/2004 8:38:37 PM,1.5 Stars,Rated  for Back pain- chronic Report ,Really a big waste of time Ultracet never did work for me. I need something really bad to take for back pain but the doc just keeps giving me this.
2/7/2004 4:27:12 AM,5 Stars,Rated  for Back pain- chronic Report ,"Ultracet for pulled back muscle I pulled back muscles throwing up with the flu..my doc gave me a handful of samples. It was very effective without upsetting my stomach. Took about 3 days for the muscles to heal enough to return to work....now I still have samples, and I take it when I work out and have sore muscles..generally one dose, maybe 2 works..He had me take it twice a day."
2/7/2004 4:24:13 AM,2 Stars,Rated  for Herniated discs Report ,"A sorry medicine I’ve been prescribed ultracet for lower back pain, which I am going to have surgery for. This medication is lousy and expensive, along with sweats and nausea. My orthopedic dr. who referred me to this surgeon wrote me norco 10/325 - now this medication worked excellent for pain. I just cant understand how a dr. can tell you he wants to cut on you and write come sorry medicine like this."
2/7/2004 4:19:25 AM,4.5 Stars,Rated  for Herniated discs Report ,"Ultracet..any healing? Started taking this med. 4 days ago, after 7 mos. of acute pain issuing from 2 herniated discs. Though the dosage is 1 every 6 hrs. I take 1 every 12-16 hrs. and the effect is amazing. The knotted cramp in my calf from the sciatic pain is a mere twinge. I would love to know if any users have had any healing as a result of Ultracet. Thanx."
2/3/2004 7:50:07 AM,5 Stars,Rated  for Fibromyalgia syndrome (FMS) Report ,"I love this stuff This is my favorite pain reliever so far. I take it very rarely, so it's still quite effective. I have a pretty fair pain tolerance, so I only take it when I'm in excruciating pain and can't sleep, or if I have to fly, (so that I fall asleep before it hurts) It was prescribed for a severe herxheimer reaction I had from antibiotic therapy over the summer. And, although it required a lot of concentration (it makes me drowsy, and a little loopy), I was still able to do the integrations required for my astronomy research while I was on it."
2/3/2004 12:21:07 AM,2 Stars,Rated  for Fibromyalgia syndrome (FMS) Report ,"Might as well take M&Ms These did nothing for me - if I'd been taking M&Ms (TM) at least I'd have had some chocolate for consolation. Some people have great sucess with this stuff, but it didn't work at all for me unless I sat down and did absolutely nothing for about 2 hours - but then again, sitting down and doing absolutely nothing for about 2 hours tends to help even if I don't take anything."
1/1/2004 7:11:55 AM,3 Stars,Rated  for Endometriosis Report ,Ultracet Works sometimes.
10/27/2003 7:57:19 PM,2.5 Stars,Rated  for Endometriosis Report ,Ultracet This worked pretty well to begin with but over time it has not been working quite as well.
10/20/2003 11:04:41 AM,2.5 Stars,Rated  for Endometriosis Report ,"Patient Beware I was started on this medicine after getting no relief from bextra. I liked how it kicks in quicker than other pain relief medicines, but was not told I shouldn't take it for long periods of time! Here's the kicker: it gives long-lasting relief, so that you want to take it daily and all the time! When I did stop taking it, I developed withdrawal symptoms - major chills, muscle cramps and restless legs, insomnia and that was on top of the regular pain for which I was being treated! I would not recommend this medicine!"
10/13/2003 5:29:24 AM,0.5 Stars,Rated  for Fibromyalgia syndrome (FMS) Report ,ultracet This was like taking sugar pills for me. I have yet to take any drug that has helped my symptoms. I feel like I'm hopeless in finding something to ease pain and relieve the fatigue.
9/18/2003 8:11:36 PM,0.5 Stars,Rated  for Osteoarthritis of the spine (Facet joint degeneration) Report ,"this stuff stinks I have had fibromyalgia for 5yrs and have recently found out i have herniated disc and arthritis of the spine, doc refused to continue my vicodin, so i suggested ultracet, heard good things about it. yea right! not only am i still in severe pain, but now i have a migraine and am so tired i can hardly function. they can keep this drug, im going back to my vicodin. besides if a drug is addictive it darn well had better work!!!"
9/18/2003 8:11:36 PM,0.5 Stars,Rated  for Fibromyalgia syndrome (FMS) Report ,"this stuff stinks I have had fibromyalgia for 5yrs and have recently found out i have herniated disc and arthritis of the spine, doc refused to continue my vicodin, so i suggested ultracet, heard good things about it. yea right! not only am i still in severe pain, but now i have a migraine and am so tired i can hardly function. they can keep this drug, im going back to my vicodin. besides if a drug is addictive it darn well had better work!!!"
9/18/2003 8:11:36 PM,0.5 Stars,Rated  for Herniated discs Report ,"this stuff stinks I have had fibromyalgia for 5yrs and have recently found out i have herniated disc and arthritis of the spine, doc refused to continue my vicodin, so i suggested ultracet, heard good things about it. yea right! not only am i still in severe pain, but now i have a migraine and am so tired i can hardly function. they can keep this drug, im going back to my vicodin. besides if a drug is addictive it darn well had better work!!!"
9/7/2003 5:19:58 AM,4.5 Stars,Rated  for Endometriosis Report ,"Ultracet Have been using it for acute endometriosis pain. Medicine takes from 1 to 1 1/2 hours to give relief, but did take away the pain. Needed to take the next dosage after about 5 hours. I have tried several pain medications for this chronic problem and this was the first one to actually take the pain away and not just take the edge off of it."
8/30/2003 10:10:39 AM,5 Stars,Rated  for Osteoarthritis Report ,Ultracet I have osteoarthritis in numerous joints. Ultracet worked when regular acetaminophen wouldn't. I needed just a little something else along with the acetaminophen.
8/27/2003 1:12:44 PM,4 Stars,Rated  for Fibromyalgia syndrome (FMS) Report ,"Ultracet for sleep, IBS, and mouth sores I have had a permanent case of Fibro since neck surgery in February. (Prior to that, I'd had intermittent bouts throughout my adult life.) And never before February had I been such a 'text book' example of fibro. In fact I didn't even know that some of the more severe symptoms (sleep disorder, irritable bowel) existed. I have found three interventions most effective since Feb. First, I purchased a Nikken mattress pad. It has hundreds of magnets on its surface. I immediately noticed aproximately a 30% reduction in pain - especially in the morning upon awakening. Secondly, Provigil, ""gave me back my life"". Prior to trying this I was so depressed I could barely function. I was a ""brain fog"" poster girl. benefits were noticed within 2 days. And just last week, I began taking Ultracet. For the first time in 8 months, I have had 9 consecutive nights of restful sleep! And whether or not the symptom of dry, burning mouth was related to poor sleep,I'm not sure. But since starting Ultracet, I have found a significant improvement in my ability to tolerate food. My mouth has stopped burning, my tongue is no longer bright red. It now has the coating it's supposed to have on it. This is a horrible confounding disease. I was stunned to see how pervasive and limiting it could be in its 'purest' form. As far as pain is concerned, I have noticed very little improvement. I have been taking lortab and that still seems to be the most effective. I highly recommend being aggressive and proactive in your self-care. Demand a doctor who understands this disorder and who sees it in his practice regularly. Otherwise, you will be selling yourself short. God bless."
8/21/2003 8:42:38 PM,1 Stars,Rated  for Migraine Report ,"Nope! This did not even begin to touch my pain. I just tried it again yesterday (wishful thinking) and nothing, nada, zilch. Oh well!"
8/19/2003 8:56:15 PM,4 Stars,Rated  for Fibromyalgia syndrome (FMS) Report ,"Ultracet Use I have found Ultracet to very effective for headache pain associated with degeneragive disk disease. It has been slightly less effective in the treatment of my pain associated with OA and fibromyalgia. The only side effect I've encounted while using this drug is an initial ""perkiness"" followed by slight dizziness and drowsiness. Overall, I would definitely recommend this drug for pain management."
8/19/2003 8:56:15 PM,4 Stars,Rated  for Degenerative disc disease Report ,"Ultracet Use I have found Ultracet to very effective for headache pain associated with degeneragive disk disease. It has been slightly less effective in the treatment of my pain associated with OA and fibromyalgia. The only side effect I've encounted while using this drug is an initial ""perkiness"" followed by slight dizziness and drowsiness. Overall, I would definitely recommend this drug for pain management."
8/19/2003 4:22:35 PM,4.5 Stars,Rated  for Fibromyalgia syndrome (FMS) Report ,"Ultracet I have been using Ultracet for about 5 months now. So far, it is the only drug I have found helpful for pain and it is fast acting. It is/can be addictive, however. I found myself addicted in the early stages and had to taper down. I also worry about long term effects as it is only approved by the FDA for 5 days or less and I have seen no studies on long term use."
8/19/2003 12:03:15 PM,3 Stars,Rated  for Fibromyalgia syndrome (FMS) Report ,Ultram works better than Ultracet I have found that Ultram works better than Ultracet and that may be because I take 50 mg of Ultram and there's less in the Ultracet. I am beginning to cut back on the Ultram and use Ultracet instead when my pain level is less.
