Date,Star,Condition,Rating
6/20/2019 2:35:25 PM,1 Stars,Rated  for Headache - Cluster Report ,"I just spent the day trying to figure out the cause of sudden chest pain in the middle of the night (not bad enough to call 911, but very quick, sudden, and strong, but went mostly away quickly too) but when I woke up I felt like someone had a boot on my chest and was digging their heel into my chest. The doctor did an EKG, CAT scan, and ultrasound on me. Nothing was found. The only thing she found was elevated D diners (which can sometimes indicate blood clots, but none where found) I DID tell her I took an imitrex the night before, but she didn't seem to even investigate that as a possible factor. Now I read on here that many people have chest pain/ tightness as a side effect making them feel like they are having a heart attack. It was my 3rd time taking imitrex, the first 2 times were fine. I won't take it again."
3/27/2019 6:09:24 AM,5 Stars,Rated  for Migraine Report ,"I take 50 mg Sumatriptan for migraines. Most of the time my migraines are not head pain at all but rather vertigo they is extremely sensitive to light, sounds, and head movements. It can be so bad I vomit. After years of trying everything from blood pressure medication (I don’t have blood pressure issues), antidepressants (I don’t suffer from depression), and motion sickness medication, we finally found out that daily magnesium, occasionally Sudafed if I have had a recent cold, and Sumatriptan on the onset of a migraine does the trick. I’m very reactive to most medication and typically take half the dosage but take the full 50 mg of Sumatriptan. When I take it, within 35 minutes I feel a warm feeling up the back of my neck and down my arms through my fingers. I feel almost like I’ve been drinking alcohol but a little more anxious. Within the hour that goes away and I can function again. This is something I have never been able to do on any other medication. I usually have to take a nap to make my migraines go away but having Sumatriptan is a life saver."
3/16/2019 5:00:51 PM,5 Stars,Rated  for Migraine Report ,"Only for a true TRUE migraine. The benefits out weigh the side effects. Before Imitrex (I am on generic version of Imitrex) I would end up at ER frequently. Thank God for this migraine treatment. I must reiterate however, this only works for true migraine headaches."
3/12/2019 4:45:36 AM,2 Stars,Rated  for Migraine Report ,"I have taken this 4 times now and each time I feel as if I can not breathe and am choking. The pressure it causes in my shoulders causes a headache as well. I'm not taking this anymore. Honestly I would rather take excedrin, ibuprofen or deal with the migraine than feel like I'm suffocating."
3/6/2019 8:21:59 AM,5 Stars,Rated  for Migraine Report ,"This drug is for migraines period. So if it isn’t working on your headaches, quite possibly you don’t actually have migraines, but rather cluster or tension headaches, which it does not get rid of. As for side effects, all medications have the possibility to cause side effects. Just because it causes them on someone doesn’t mean it will on you. If you are worried about it, go to an ER waiting room to take your first dose. I have been on Imitrex for over 10 years and it has only failed to get rid of my headache twice. Those two times I assume we’re not migraines. Best migraine medication on the market, FOR TRUE MIGRAINES"
2/16/2019 10:46:24 AM,5 Stars,Rated  for Headache - Cluster Report ,"I've had chronic cluster headaches for nearly 20 years. I was episodic for 12 years before that. Imitrex and its generic, sumatriptan has saved my life without a doubt. It stops my cluster attacks within 15-20 minutes everytime. No other drug has even come close to the relief I get from Imitrex. No amount of narcotics, not even IV narcotics help me like Imitrex dose. I use it multiple times a day as soon as an attack begins. I would be dead today without Imitrex. I seriously doubt ANYONE, ANYWHERE has used more Imitrex than I have. Also, I've never experienced any serious side effects from using it, although I do believe it can cause ""rebound headaches"" when used too often. I am ""Mr Clusters""."
2/14/2019 9:37:20 PM,5 Stars,Rated  for Migraine Report ,"I started to get migraines a few years back and after trying preventative care for migraines. Dr put me on Sumatriptan 100. Let me just tell you that depending on the severity of my migraines sometimes it works sometimes it doesnt. However, when I have Med migraines this medicine works wonders on me. I dont know why but with in 1 hour of taking this medication I feel amazing!! I am pain free for 12 hours, takes effect for 12 hours. so in a 24 hour period I take 2 100mg tablets. I do sometimes very rarely feel tightness in my chest after taking it and sometimes when my migraines are too strong I feel drugged out after taking it and really really sleepy. and when its one of those terrible migraines, I take the pill but have to add 2 Alkazeltzer to feel a bit better but feel zoned out for hours. Anyways, I love this medication for making me feel back to myself again!"
2/8/2019 3:13:55 AM,5 Stars,Rated  for Migraine Report ,"Imitrex and it's generic has been a lifesaver for me. I have used it over 20 years now and highly recommend it to others. I have developed autoimmune disorders and when I have a migraine during a flare, the shot will at least knock the burning edge off so I can deal. I hope you all find something that works for you and eases your pain."
2/4/2019 8:08:09 AM,1 Stars,Rated  for Migraine Report ,"Prescribed for migraines. Landed me in the e.r. with heart attack symptoms. Hallucinating so bad that the ground was like waves, I couldn't see to walk into e.r. neck and chest on fire. Did not help migraine at all. I was getting awful vertigo and throbbing migraines, put sumatriptan on top of it and thought I was not going to survive it. Had similar reaction to busbar years ago."
1/28/2019 2:08:54 PM,5 Stars,Rated  for Migraine Report ,I love this medication. I take a generic of this medication and it works amazingly well for my migraines. as soon as I get an aura which is ringing in my ears I take 50mg and within 15 minutes I'm fine. I'd had migraines for years but my parents never believed me. so I insisted we talk to my doctor and then it was discovered I have a chronic condition with them. I was then prescribed this medication and I cannot imagine my life without it. I highly recommend it if you have a chronic headache condition as it works well for me
1/23/2019 11:09:24 AM,1 Stars,Rated  for Migraine Report ,"I was just prescribed this medicine I've had migraines since I was a preteen. When I get headaches they last for days if not weeks so the medicine was prescribed as a rescue medication to stop the migraine in its tracks when my bar/caf/asp pill isn't doing it. I took this medication and I felt like I was dying. I got very heavy, then my throat started tightening, inside my ears were tingling, my hands tingled, I felt like I was going to vomit. I felt like I didn't know where i was, I also had a tightness at the base of my skull. The pain in my shoulders and neck from the migraine became so apparent. It has been two hours since I took this medication and my pain has gone from migraine to headache. I feel like I'm going to wake up in the morning and the pain is still going to be there. This medication is not worth it to be. I rather have a migraine. My doctor explained all these side effects to me and told me they hardly ever happen so I felt safe but honestly stay away from this medication. Try a bar/caf/asp"
1/19/2019 10:05:06 AM,5 Stars,Rated  for Migraine Report ,"I finally managed to talk to a doctor about my migraines (didn't have health insurance before). It works great for me. It makes the pain go away almost completely. Yes, there are side effects, for me those are slight dizziness, brain fog and sleepiness. Also, heavy feeling in my hands and throat tightness. So, there are unpleasant side effects, but they sure as hell beat level 10 pain that used to leave me bedridden and in tears for entire day."
1/9/2019 7:40:48 PM,5 Stars,Rated  for Migraine Report ,"I am prescribed the generic version of Imitrex. I was originally prescribed the 25 mg where I had to take another dose two hours later. Migraine persisted. Spoke to my doctor who upped my dossage to 50 mg and I only need to take one. Today is a especially bad day where I woke up extremely dizzy (where you walk into walls and doorways because you can't walk straight) as well as had the usual aura the previous day and stars. Instead of a migraine running out of the gate as i woke up, it transitioned slowly today. I took my Imitrex and started to feel the migraine dissapate, however usually comes with feelings of being warm in my arms/legs as well as feeling weak. To me, it feels similar when you are starting to get a buzz from alcohol. Makes me slightly uncomfortable but is much better than dealing with unbearable migraine pain."
12/31/2018 6:12:48 AM,5 Stars,Rated  for Migraine Report ,"Have been suffering from migraines for several years. Accompanied by Auras, nausea, light/sound/smell/cold sensitivity, the works. Truly awful living in fear of getting a migraine due to outside factors such as a temperature drop or walking past someone with strong cologne. I would miss work and I was unable to be the mother I want to be for my children. Very depressing. Then I was prescribed Imitrex...and wow. At first I was reluctant to try this medication after reading some of the negative reviews. So I waited for a migraine to hit at home where my huband was around to bring me to the ER god forbid I had a reaction. Well, I had no negative reaction whatsoever. It was the exact opposite. I could feel the head pain and nausea evaporate from my body...the way I would fantasize about during my day(s) long attacks. Within 30 minutes the migraine was completely gone. Truly amazing. Imitrex did make me sleepy and feel warm, but those feelings were welcomed (I suffer insomnia and cold sensitivity) This drug has changed my life. I pray it continues to work."
9/25/2018 11:53:08 AM,5 Stars,Rated  for Migraine Report ,"Ive had migraines for years, since I was 7 years old. I’ve been on every medication that can be described for this unbearable pain and Sumatriptan is the only medicine that works for me. Headaches and migraines are different because migraines make it unbearable to live a normal life. Before sumatriptan I couldn’t keep a job or a relationship because it’s hard to explain an excruciating pain that’s not visible. Taking Sumitriptan gave me my life back and I can feel confident leaving my house everyday knowing I have a reliable medication to help me when I get a migraine. Like every other medicine out there, sumitriptan has its side effects, but it’s nothing compared the weekly pain I had to suffer for the last 23 years. If you’re sick of taking multiple medications everyday to “prevent” migraines and want something that’ll relieve it right away, take sumitriptan."
8/26/2018 1:19:35 AM,5 Stars,Rated  for Migraine Report ,This drug changed my life. I had migraines that kept me in bed for 24 hours. I take 100mg of Imitrex and I’m 100% within 20 minutes! I also take Zofran with it because extreme nausea accompanies my migraines.
8/23/2018 9:38:43 AM,1 Stars,Rated  for Migraine Report ,"This was prescribed to me just last month. The first pill I took worked good no problems and the migraine went right away. The second one I took a few weeks later cause a seizure, which at the time I was not really sure at the time until a couple of days ago. I just got home from a few days at the hospital because of Imitrex. I took the pill and within 5 - 10 my entire right side of my body was not working, I had lost all straight. When the ambulance got me to the hospital I was being treated as a stroke victim. I took about 5 hours for my right side to get strength back to my right side. And most of all lucky for me I kept telling them I didn't think I had a stroke that I thought the Imitrex caused it and refused the tissue plasminogen activator for stroke that they wanted to give me. They now have me on a Tylenol based migraine medication. Imitrex almost cost me my life."
8/13/2018 5:50:11 PM,5 Stars,Rated  for Headache - Cluster Report ,"I've taken these injections on and off over the last 10yrs, but the first time I took it, I was totally amazed how fast it started to work (10-15 sec's) and the headache was gone in 5-10 min's! I tried oxygen for a while, but it just seemed to push the headache off for a few hours. I tried the nasal spray once, it worked just fine, not as quick as the injectors (no shocker), but it did shut the headache down fairly quickly. My biggest problem is getting enough injections to finish the cluster attack (I'm on TriCare). My last cluster (knock wood) has been about 5yrs ago, I went thru about 130 injections. I had to get the patient advocacy officer involved, so a little more hassle, but I got the injectors I needed."
8/9/2018 10:47:38 AM,4 Stars,Rated  for Migraine Report ,"I have been on Imitrex for over a year now..it's like a miracle cure..people know the word 'migraine' ..but really don't know what it would feel like..until you have one...it HURTS..it's PAINFUL...and if I didn't have the Sumatriptan (Imitrex) to fall back on, I don't know what I would do...for the most part, it could take 2 hours for the migraine to fully be gone...but the pain starts to subside pretty quickly...fortunately, I never had a bad reaction..but I still am trying to see how often is ""safe"" to use this...I have looked up some of the triggers..and one is the weather and air pressure...the weather outside now is extremely hot and humid, with air quality not so good...so maybe that's my trigger...but sometimes I feel like I can take this 2-3x a week...and I'm not sure this is too much..they only dispense a pack of 9 tablets a month..so that also makes me feel you have to be cautious...other than that...these pills are a miracle pill..it helps me every time."
7/22/2018 5:33:01 PM,5 Stars,Rated  for Migraine Report ,"I started getting migraine headaches about 2 years ago and it took a while for them to finally prescribe me Imitrex. I would lay in bed with all the lights out crying because of how horrible the pain and nausea were. I couldn’t go to school because I couldn’t focus and would throw up in class. Thanks to Imitrex I finally have my life back again. Migraines that used to last 2-3 days at a time are now completely gone after a 50-100mg dose. I’m so thankful for this drug and even though I do get side effects(tightness in chest), I would much rather have that then the migraine pain."
7/17/2018 1:39:40 AM,1 Stars,Rated  for Headache Report ,"Seems to be this drug either works or it doesn't. Anyways I never like reading drug reviews before taking them because they can cause unnecessary anxiety / priming effect. This drug doesn't work for me. I had a moderate headache and tried it, within 30 minutes my head was in a lot of pain, a pain I had never felt before like every single blood vessel was closing. My mood became worse. Tightening of the throat, chest, and it hurt to even talk. Nausea was a big issue. It also made me drowsy. I called my friend and joked if I die, call the police. I ended up falling asleep for 4 hrs and feel much better now. Well, yeah. It also increases seratonin, so I wouldn't recommend taking it if you already are taking some SSRI/SNRI Worth a shot, but don't try it for the first time if you have something important coming up."
7/4/2018 7:51:12 AM,1 Stars,Rated  for Migraine Report ,"When I took the pill, it gave me a uncomfort in my jaw, felt like i had being chewing for hours. It didn't take my migraine away, instead it make it worse, turned the sharp pain into a dull and nagging pain. Doctor tried rising and lowering the dose, nothing helped."
6/21/2018 12:28:24 AM,5 Stars,Rated  for Migraine Report ,"It’s interesting the negative effects that some people have had with this as I am extremely grateful for imitrex. It literally gave me my life back. I am no longer a walking migraine that sometimes gets to be a human. When I get my unbearable migraines that usually wouldn’t go away for 3-4 days, I take one and I’m cured. My doctor warned me of possible side effects, but I haven’t had any. It just gives me my life back, gets me pain free to continue my day."
5/19/2018 10:41:15 AM,5 Stars,Rated  for Migraine Report ,"Doc prescribed me this for migraines. After getting on Google and seeing some of the reviews I became nervous to actually take it. Well I did out of desperation with my phone by my side and told my partner of my concerns. Usually I am at the mercy of time. I waited long enough on Tylenol and Advil that I was resulting to the binaural beats, herbal teas, cold rag, self massage in a dark quiet room. Then my curiosity caved and right now I can look at this screen and type up a review of this miracle. I did get sleepy ( as in instead of laying in misery I thought I could actually fall asleep). If I get up to fast I do get dizzy, but I can get up with the lights on. The throbbing in the temples is so much less that I don't even notice it. Reviews are not something I normally do but this the exception. I wish I would have found this sooner."
4/28/2018 2:18:57 PM,1 Stars,Rated  for Migraine Report ,"This literally made me feel like i was dying. Tightness in my chest and throat, couldn't stand for more than 10 minutes without feeling like i was going to pass out. I wouldnt recommend this to my worst enemy. Ive had migraines for thr last 14 years and id still rather deal woth the pain rather than feel like i had a ton of bricks on my chest. This also worsened my anxiety 10x."
4/3/2018 6:41:54 AM,4 Stars,Rated  for Migraine Report ,"I get migraines from time to time and the only way to get rid of them is an entire 8 hours of sleep. I was given sumatriptan 100mg oral tablets and after one pill and 15 minutes, my migraine is gone, I do have to admit I feel some side effects, every muscle in my body hurts the day after, and I honestly feel like I'm high for about 2 hours after taking it, slightly light-headed and not all the way ""there"". I would take the side effects over a migraine, still."
3/10/2018 8:33:25 PM,5 Stars,Rated  for Migraine Report ,"I have gotten migraines regularly since age 12. Imitrex came onto the market when I was 16 and I was amazed that something actually worked--stopped the nausea, light and sound sensitivity, head pain, everything. I keep 100 mg on hand now because I still get frequent migraines. Side effects I experience are chest tightness, skin sensitivity, brain fog and facial flushing; uncomfortable but preferable to a migraine. From my understanding it either works for you or you hate it. Nothing else has ever worked for me."
2/14/2018 3:19:53 AM,1 Stars,Rated  for Migraine Report ,Scary ... 10 minutes after I took this medication I started slurring my words . Shortly after I had arm pain on my left atm and UNBEARABLE chest and throat pressure . Almost like I was wearing a corset on my chest and neck . My vision went blurry and I heard a bbuzz . I couldn't breathe I felt like I wasn't getting enough air . To this day 6 months later I am still having attacks and issues . I go for a echo tomorrow to see If I have a heart condition . One pill. One time. Almost killed me . I suffer every single day from taking it . And I have developed extreme pstd . If you have any other options don't risk it . Long term use is also linked to cardiac issues . They need to take this drug off the market . It's really dangerous . Please head my warning . I'm only 24 and I suffer daily
1/11/2018 11:56:53 AM,5 Stars,Rated  for Migraine Report ,"This drug changed my life - migrains used to mean 3 days in bed, non stop vomiting, delirious with pain, now I take a pill, 30 mins later 100% - best invention ever!"
10/18/2017 5:10:25 PM,1 Stars,Rated  for Headache Report ,"I took this for tension headaches and it is the first medication I have ever had a reaction to. While my reaction was far less alarming than others I have read about, it was too severe to pass off as simple side effects. Upon taking one oral dose my ankles swelled up like balloons. To make matters worse it also made me feel extremely off mentally, made me very dizzy and gave me a racing heart. I had to call someone to come get me from work because I was so close to passing out I couldn't drive myself home. I'm not saying it isn't worth a try if you suffer a miserable life of headaches, it may end up being your miracle instead of my nightmare but monitor yourself closely for reactions, as it seems to be somewhat common that certain people can't tolerate the medication. After many trials and errors I have been put on Firoicet, which is brilliant and my miracle drug for my tension headaches."
9/27/2017 4:42:07 AM,5 Stars,Rated  for Migraine Report ,I've suffered from migraines for several years. Imitrex literally gave me my life back. Yes I do have some side effects now and then but the benefits out way the risks.
6/23/2017 4:37:57 AM,1 Stars,Rated  for Migraine Report ,Worst pain in my life. It felt like every vesel in my head was filled with gasoline and lit on fire. Happened first with a shot. Then like an idiot medt time I dared try the pill. Just as bad. Never ever ever would take again. Thankfully I changed my diet and removed msg and other artificial additives and my migraines stopped. It's been 15 yrs or so now.
4/20/2017 5:10:06 PM,5 Stars,Rated  for Migraine Report ,"Nothing else works for me when I have a migraine. For me a migraine would come from any other headache (sinus for example) but then when I start throwing up I know it is a migraine. They lasted around 24 hours untreated- could not function. After 20 minutes of getting Imitrex in the ED (I was a hospital employee), my headache was gone - kind of a miracle for me. Because I responded to Imitrex I was diagnosed with migraines."
4/12/2017 10:45:45 PM,5 Stars,Rated  for Headache - Cluster Report ,Imitrex has saved my life. I've suffered cluster headaches for 28 yrs. nothing worked. Oxygen worked but takes up to 30 minutes. Imitrex 4mg injection. Aborts my cluster in about 4-9 minutes! It's amazing!!!
3/28/2017 2:54:59 AM,4 Stars,Rated  for Migraine Report ,
2/22/2017 5:31:00 AM,1 Stars,Rated  for Migraine Report ,"I was just given imitrex, 50 mg. 1st dose, nothing, 2nd nothing. I'm starting to feel sick to my stomach and starting to feel just 'wrong'. My dr obviously didn't read my file, i have most of the 'tell your dr if you are or have a history of...' because I have a few of them. The kidney disease is the biggest concern of mine. And she prescribed me to take it every hr. My insurance only paid for 12 tablets..."
1/12/2017 12:31:56 AM,4 Stars,Rated  for Migraine Report ,"Severe sensitivity to heat...coffee, warm bath, etc. Up side is I can't do dishes when taking it!"
1/5/2017 7:18:08 PM,5 Stars,Rated  for Migraine Report ,This medication changed my life. I only take 50mg the best part about is that after the migraine wears off the medication give me a lift of energy. Wish I had this sooner I suffered for year.
12/16/2016 1:56:04 AM,5 Stars,Rated  for Migraine Report ,Imitrex changed my life!
12/1/2016 7:48:38 PM,5 Stars,Rated  for Migraine Report ,Just amazing. From 10 on a pain scale to 0. It works that well.
10/27/2016 12:17:02 PM,5 Stars,Rated  for Dermatoheliosis Report ,I recvd an injection. Highly recommend only the injections for the pill doesn't do anything. The injection literally makes it go away in 10 mins. Along with a shot ofntoradol.
10/25/2016 3:19:07 PM,2 Stars,Rated  for Migraine Report ,"I took the recommended dosage and felt no relief. I was told to take another if it didn't change within 2 hours. I took another and my migraine was still as intense as when it began. I took a coctail of ibuprofen, acetaminophen and caffeine (recommended by a doctor) and it relieved my pain from the shoulders and base of my skull within 30 minutes. NOT helpful."
10/24/2016 9:11:03 PM,5 Stars,Rated  for Migraine Report ,"Imitrex changed my life. I have had migrains from the time I was 3 years old. Initially, as a child a migrain would send me to bed for an afternoon. Then as a teenager I would be down for 12 to 24 hours. As an adult, I would be in bed for 24 to 72 hours with no relief. Now I take my imitrex at the first sign of a migrain (aura, visual disturbance, ""funny feeling"") I take a tablet and within 10-15 min. I am fine. The crashing pain never comes and instead of losing a whole day or more in bed, I am on the go again within 30 minutes and sometime don't even have to slow down at all. Imitrex is definately a life changer for me."
10/9/2016 11:42:27 PM,1 Stars,Rated  for Migraine Report ,"Literally the worst. Very unhelpful. I was started on 100mg and it was horrible, so I tried cutting the pills in half down to 50mg (doctor said it was okay), but the side effects were just as bad. I would take Imitrex as soon as I knew I'd be getting a migraine (about 30 - 45 minutes before the migraine), and I would still get a migraine, and a strong, slightly painful, mostly uncomfortable burning feeling in my nose (I took the pill form and not nasal spray, so that was confusing), along with chills, shakiness, strong nausea, sleepiness, and overall felt very sick and weak. I would not recommend. However, I know Imitrex works well for my grandpa, so I do know it works for some people--just be careful."
9/30/2016 10:15:18 PM,5 Stars,Rated  for Headache - Cluster Report ,"I am 53 years old male living in Los Angeles. I have had headaches since I was 20 years old. I had several medical tests to rule out brain tumor and other issues. Ibuprofen works most of the time but there are times my headache is so bad that I leave my job or if I am home, I stay in my kitchen all night keeping ice on my head. Recently, my Doctor prescribed Imitrex. Just one pill that is all I need. It gets rid of my headache for 36 hours. There are very minor side effects but I don't care. Recently I spoke with my doctor again and he told me this medication is safe as long as I don't take everyday."
9/20/2016 4:36:01 AM,5 Stars,Rated  for Headache - Cluster Report ,"I take the generic sumatriptan. I've been taking it for about 2 years. The first year I would get a small hives rash on my side, and it took about a year for it to disappear, but it was a small price to pay for the relief. Now I get no reactions at all, and only relief, it works wonderfully, and I have my life back. I love sumatriptan. My medicare gives me a months supply for only $20 copay. My headaches are chronic, I have cluster headaches, they never go away so this medicine is a godsend. One 100mg pill provides relief for about 24 hours, sometimes a little less. one time instead of taking it when I woke up in the morning, I had to take another dose at 3am in the morning, the headache came back a little sooner than usually, but most of the time one pill ( 100mg ) will last me 24 hours. Before sumatriptan ( imitrex ) I was on the verse of suicide, taking tons of exedrin which didn't work that well, and it was making me feel horrible and very hard on the liver. I couldn't say enough about this medicine. One thing, for some reason, I take headache powder ( Goody's ) with it, and it seems to work better with the powder, than just one pill by itself. Or it maybe I'm ju"
9/20/2016 1:07:58 AM,1 Stars,Rated  for Headache Report ,never again. Takes pain to 11
9/13/2016 4:19:24 PM,1 Stars,Rated  for Migraine Report ,I was given imitrex by injection for my migraine and I got no relief at all! This was the first time I've had in and needless to say I will not be running to imitrex next time I have have a migraine!
8/30/2016 5:01:47 PM,5 Stars,Rated  for Migraine Report ,"I went for years with severe migraines (aura, nausea and all!) before being introduced to Imitrex. I tried all of the other migraine medicine from Zomig, Topomax, Amerge, not even mentioning over-the-counter and nothing worked. Imitrex is the only medicine that would ever relieve my headaches. I have not read all the reviews here yet, maybe I am repeating what others have said, but that's ok, proof that it works and its side effects. About 15 years ago I found that taking ibuprofen, aleve or any other pain reliever WITH the Imitrex will cancel some of the side effects I've been having from the Imitrex: muscle pain, tightness in my neck, as well as overemphasis of anything wrong with me at the time (if I had a sunburn, the Imitrex will make me feel like I was on live fire; if my teeth were sensitive, the Imitrex made them 10x more sensitive; you get the idea:) Then they came out with Treximet (imitrex+aleve), much more expensive than Imitrex alone, made me wish I pitched the idea to GSK and make some money off of it:). Obviously, others also found that taking pain relievers with it will diminish some of the side effects. I started taking the lower doses, it wasn't as effective"
8/2/2016 1:33:26 PM,5 Stars,Rated  for Migraine Report ,"I have suffered from migraines for years. I tried Midrin, Maxalt, and for about 5 years was on nortriptyline as a preventive. In more recent years I was on Topamax as a daily preventative, but didn't like the side effects. I now just take 100 Mg of the generic Imitrex whenever I have a migraine. It works wonderfully. I do have some minor side effects, but they are tolerable. Mainly mild discomfort in my jaw. Also if I eat anything hot or cold it magnifies the sensation. Same with eating something sweet or tart. Also if I take a shower within a couple hours of taking it the shower feels twice as hot as it really is. Odd, but I think it is because of how it effects the blood vessels. All in all it works and I rarely have to take a second dose. It does seem to take about an hour to work fully, but I am fine with that as long as it works and it does. Highly recommend"
7/3/2016 5:52:30 PM,5 Stars,Rated  for Migraine Report ,
4/23/2016 2:15:35 PM,5 Stars,Rated  for Migraine Report ,"I'm a poster child for the effectiveness of Imitrex. Nothing--but nothing--worked for me until the triptan drugs entered the market. Oral and nasal aren't so effective for me, I take the subdural injectable and my migraine—no matter when in the arch of the headache I take it—vanishes within 10 minutes, including nausea. It IS unquestionably a powerful drug and I got a clearly necessary heart work-up before I began taking it. I've had chest pains from it. However, I recently discovered I could titrate the dose up to 1/3 of the vial and it is just effective. Recommend anyone taking the injectable form try this. This drug saved me."
4/18/2016 8:41:54 PM,5 Stars,Rated  for Dermatoheliosis Report ,I have gotten headaches and migraines my entire life. I am 34 years old. I have tried imitrex a few times and it made me nauseas. Finally got to the point where I could not handle them anymore and decided to use imitrex again so glad I did. Now it is the only thing that knocks my headaches and migraines out. It attacks them on the spot and I can always count on it. It is a magical pill!!!!
4/8/2016 4:12:56 AM,5 Stars,Rated  for Dermatoheliosis Report ,"I am a 30-year-old female and I have gotten migraines since I was about 11. I have taken probably a dozen different medications for migraine, from Midrin to various pain medications, even Topamax as a preventative. Imitrex was the first medication I have taken that actually has the ability to stop my migraine headaches dead in their tracks. I have been taking it for about 6 years now, and I am writing this review now because were it not for Imitrex, I would be lying in bed right now in agony, unable to do anything, even open my eyes or listen to music, or smell things without feeling nauseous. Every migraine is different, and this one may not work for you. But if you are thinking about give it a try, I urge you to do so. Over the years, this simple medication has saved me weeks of my life that I would have spent lying in bed totally useless. I take a 50mg pill, and my headache fades within 30 minutes. Let me tell you, when you have a headache that could last for a day or more, 30 minutes is nothing. Thanks, whoever made this wonderful drug. Thank you so much."
3/18/2016 3:23:11 PM,5 Stars,Rated  for Migraine Report ,"In simple terms, it saves my life!! If only there were more than 9 per prescription!"
