Date,Star,Condition,Rating
3/10/2021 11:02:52 AM,3 Stars,Rated  for Borderline Personality Disorder Report ,I've been on this crap since I was like 18. I'm 27 now and it doesn't work and has made things worse. I increased my dosage to the max and have been feeling so sick and psychotic. I didn't get any swelling but def have itching skin at times. I pee a lot. I'm exhausted all the time. Noises and sounds bother me. I get sensory overload. It's supposed to help and maybe it does but I think it's making my body shut down.
2/8/2021 4:50:36 AM,3 Stars,Rated  for Bipolar I disorder Report ,"I started Lamictal 25mg two weeks ago and at day 15 I was told to go up to 50mg. I woke up the next day with an ulcer on my bottom lip in the middle. Then throughout the day my mouth developed ulcers inside on my tongue, cheeks, and throat. It felt like I ate a bunch of sour candy - very raw feeling and I also felt like I was getting the flu. I waited for a while and then I began experiencing itchy prickly skin on my face, neck, chest, and upper arms. I called the emergency line at my doctors office and they were very concerned. Told me to take Benadryl immediately and stop taking the Lamictal. I am on my second day of Benadryl and I can barely talk my mouth is so messed up. I never thought I would get SJS, but I really think it’s the beginning stages of it."
2/5/2021 6:06:16 AM,3 Stars,Rated  for Bipolar II disorder Report ,"I had great success initially—moods leveled out, anxiety was reduced, not so “on edge” all the time. I finally found the right med for me, I thought. Started on Lamotrigine 25mg then 50mg/day. But after about 20 days everything spiraled out of control— anxiety ramped up in the extreme, I was suicidal, and I often felt enraged over nothing. I have never had anger issues. I stopped taking it. Over the next 3 yrs I tried it 4 more times — smaller dose, larger dose. I kept going back on it because I had just pleasant immediate results. But every time in less than two weeks a spike of all my worst symptoms. Too bad — I had great expectations."
2/1/2021 4:33:43 PM,5 Stars,Rated  for Depression Report ,"I am manic-depressive and under psychiatric care for about 50 years. Recently, I fell into a suicidal depression and got put on lamotrigine. I take 200 mg. per day. I believe that it has helped me since I seem to be managing my life much better now. My friends and family tell me I seem so much better. At night I take a small dose of Zopiclone, which helps me fall asleep. The combination seems to work well, with virtually no side-effects. On a scale of 1-10, my mood is a 6-7. Not suicidal anymore, and not manic/crazy either. I would recommend the drugs I take, but consult with a good psychiatrist, first. Definitely worth a try! At least I can face the day now, with no ill-effects."
1/11/2021 8:50:48 AM,5 Stars,Rated  for Bipolar I disorder Report ,It saved my life
12/31/2020 2:02:47 PM,3 Stars,Rated  for Borderline Personality Disorder Report ,"This medication saved my life when I was 20 years old and I have been on it for almost 4 years now. The only side effects I experience are related to memory loss. I cannot stand it. It seems minor compared to the other side effects, but to me it is a big deal. However, I do understand that when it comes to medication you have to take the good with the bad. Aside from that, this medication is a life saver. If you are on a low dose and it is working, stay on it in order to avoid side effects including cognitive difficulties!"
12/23/2020 10:43:54 AM,5 Stars,Rated  for Generalized anxiety disorder (GAD) Report ,I was intolerant of several SSRI’s and only partially tolerant of Trintellix at small doses. Gabapentin and Buspar didn’t work. I had excellent resolution of symptoms with low dose lamotrigene with no side effects. For me a miracle drug. It is worth noting it may take a trial of several drugs to find one that works with tolerable side effects.
12/17/2020 8:15:10 AM,1 Stars,Rated  for Bipolar II disorder Report ,"I was prescribed lamictal for bipolar 2. After taking it for a couple of days I broke out in a horrible rash and starting vomiting. Er doctors told me that I am allergic and to stop. I then began taking seriously. I just want to say if a med isn’t working for you or makes you sick, tell your provider, there are many other meds they can give you."
12/15/2020 7:50:18 AM,5 Stars,Rated  for Social phobia (Social anxiety disorder) Report ,"This pill changed my life. Took away so much anxiety and depression. Ive tried many different anti depressants and none of them have worked (some worked very short term) but this pill gave me life and the serotonin i need! If you’re suffering from extreme social anxiety, don't give up there is hope!! This pill really helps me stay calm and focused around others! I take 200mg a night alone, no other pills. And the best part, no side effects what so ever!"
12/14/2020 8:07:48 PM,1 Stars,Rated  for Depression Report ,"I took Lamotrigine for 9 years off label for chronic depression. I experienced bad side effects from the beginning, but my psychiatrist encouraged me to keep taking it. My memory suffered the most. It was a nightmare finally getting off of it. It has been five years now since getting off of it and my memory has never recovered fully. Lamotrigine is an EVIL medication. It may work for some people, but if you're one of those who it doesn't be prepared for a rough ride. : ( Listen to your own body, not your psychiatrist!"
11/6/2020 1:55:25 PM,1 Stars,Rated  for Chronic fatigue syndrome (CFS; CFIDS; M.E.) Report ,Made my OCD and intrusive thoughts so much worse and increased suicidality. Only lasted 4 days.
9/17/2020 9:08:16 PM,5 Stars,Rated  for Depression Report ,"I was suffering from such terrible depression after blindsided by a cheating husband and divorce after only 6 months of being married, I could not function. I'm only 33, and I currently have a very prestigious position that I worked hard to get to, and I needed some major assistance. I consider this drug life changing. I noticed a difference in my mood and emotions within days. What prompted me to leave a review is that I'm experiencing terrible post-nasal drip that makes me feel like something is caught in my throat. I went to an ENT to rule out everything else, and he says there is a lot of drainage there with no cause he can see. I'm almost positive it's a result of this drug. I wanted to see if anyone else encountered this and if they found any thing that helped. It's becoming a nuisance at work. Some days it is all day, some days I don't have it at all. Overall, if I had to decide to take the drug or not despite this side effect, I'd say it is worth it because I think it saved my life."
5/27/2020 7:18:45 AM,1 Stars,Rated  for Bipolar II disorder Report ,Bad memory loss and an increase in random body hair.....I’m off it now. My memory and the hair situation are both improving. Fatigue and headaches though even tapering off slowly.
5/25/2020 6:50:02 AM,1 Stars,Rated  for Epilepsy Report ,"Umm yeah, been taking this med off and on for the past 20 years... And off and on because how horriblely it effects my mood and how easily agitated and aggressive it makes me. Sadly I can function better with seizures and at least I get a act like myself and do things and be able to sleep at night."
5/16/2020 12:35:34 AM,5 Stars,Rated  for Bipolar II disorder Report ,"I've had depression since cognition. I am nearly 56 years old. I've burned through all sorts of anti-depressants. Was recently postulated that I am on the Bipolar II spectrum. On only 50 mg 2x/daily of Lamictal, I saw positive results in a month. I was starting to sleep better, the drug didn't wind me up. Unfortunately, I am Suzy Side Effect and tend to suffer the rarest kinds. I have osteoarthritis and Lamictal worsened my joint pain, caused other joints to hurt that hadn't, and made my muscles ache. Upon cessation the new pains subsided. If you have inflammation, watch out for this drug making things worse."
5/14/2020 10:45:56 PM,4 Stars,Rated  for Depression Report ,"I had depression and anxiety and lamictal seemed to help as I took it. Unfortunately over the course of a year, there were some side effects. I started losing hair after a couple months which I thought was because of tying my hair in a bun at first. But then even my leg hair and underarm hair stopped growing --although that I didn't mind so much. Then after about half a year, I had constipation and gas. I started gaining a lot of weight. It seemed like I was getting hyperthyroidism according the the tests. It turned out to be lamictal. At first my psych didn't think so, but the lamictal seemed to be causing biotin/vitamin b deficiency in me. As soon as I stopped taking lamictal and took a biotin supplements, my hair started growing back, my digestion was no longer constipated and my tsh level went back to normal after about 4-6 months. Lamictal worked, but unfortunately the side effects were too bad for me."
1/29/2020 7:01:57 AM,5 Stars,Rated  for Bipolar II disorder Report ,"Lamictal absolutely saved my life and I could see the results building steadily over time. The biggest area of change was in my irritability, which I saw dramatically decrease from near constant, blinding rage to almost nonexistence (1 day of irritability every couple months). My manic episodes are also noticeably decreased. My depression has decreased the least, but that is also because I have a secondary diagnosis of MDD, which I do not treat with an antidepressant. The only side effect is a little bit of persistent acne, which I have not been able to counteract. (I highly recommend taking a gene test to see which psych meds are compatible with your body! That is how I found Lamictal and I feel like a completely different human being.)"
1/18/2020 4:16:00 PM,2 Stars,Rated  for Bipolar II disorder Report ,Had chronic painful ulcers/lesions within the mouth which my psychiatrist is discounting even though this site states that this side effect necessitates immediate emergency intervention.
1/10/2020 9:35:00 PM,5 Stars,Rated  for Bipolar II disorder Report ,"I have taken Lamictal for a few years now. It has been the most helpful drug in dealing with my bipolar symptoms. Side effects have been minor. The worse in insomnia, but taking Klonopin twice a day helps not only my anxiety but a bit with sleep too. My pdoc had me on Effexor for quite awhile. Horrible drug, at least for me. Coming off of it was very difficult, but felt much better. After coming off of the Effexor,, I was on 400mg per day of Lamictal. For some reason my mania and anxiety, emotions went haywire in a bad way. I found that cutting the dose of Lamictal in half, down to 200mg per day has put made a huge huge difference. Wonder if anyone else has has something similar happen. Did decreasing your Lamictal after taking it for a long time actually help and make you feel better? Not sure if it is just because of the mix with Effexor, or ??? Maybe if I had been taking less I would have felt better long ago. I do think Lamictal is a wonderful drug and so helpful for me, but it was scary there for a bit."
11/8/2019 9:14:51 PM,4 Stars,Rated  for Bipolar II disorder Report ,"Started on 25mg and worked my way up to 200mg a day. It worked for me, started being more productive, felt much happier (after years of depressing episodes). Felt like I wasn’t on a roller coaster anymore. Side effects were present and noticeable, and remember, this isn’t a cure. It’s something I had to cope with. There were times where I felt down again and questioned the treatment. But I’ve felt much more productive and happy."
9/24/2019 1:03:56 PM,5 Stars,Rated  for Bipolar II disorder Report ,"I’ve been taking lamictal for 1.5 years now and I feel like a new person. My friends and family have noticed a significant change too. I’ve slowly made my way up to 500 mg and my dose is still being monitored. I’ve experienced a few side effects, one of the worst being double vision. I’ve learned how to manage it though. I just have to make sure I have a decent amount of food in my stomach especially if I’m having caffeine or alcohol. Another thing I experienced is decreased hunger. I’ve lost about 15 lbs over the course of taking it, but I’m not complaining. Of course, I still have to make sure I’m getting enough food in my stomach. Overall, this is the medication for me and it changed my life. I no longer experience the extreme cycles I was going through (I was cycling multiple times a day) and it has really set me free."
5/9/2019 12:03:31 AM,3 Stars,Rated  for Chronic fatigue syndrome (CFS; CFIDS; M.E.) Report ,I'm neutral about this drug. I have been taking 200mg for approx. 1.5 years. Within the past week I have finally acknowledged the fact lamictal has side effects. I dug really deep into the effects on the brain. What I found has provided so much light. I have not been able to lose weight with extreme diet and hard core lifting. I've had bacteria gut. I've experienced constipation over the duration on lamictal and my hormones are completely off balance. I didn't realize these are side effects until I stumbled on a website that pointed these similar issues. Be ware of what this drug can do to you.
4/17/2019 6:00:07 AM,3 Stars,Rated  for Bipolar II disorder Report ,"I've been on this med with antidepressants. Still have bouts of mood disorder, and find it difficult to concentrate after being on it for 2 years. Before you start this med, make sure if you're actually feeling any difference. Stay on a low effective dose first. If you don't feel improvements within 4-6 weeks then consider something else."
3/23/2019 8:24:47 PM,5 Stars,Rated  for Generalized anxiety disorder (GAD) Report ,This has changed my life. It took awhile to titrate up to my 150mg dose but boy was it worth it. It wasn’t until I was fully up to my current dose that I was able to think clearly. I had been depressed and anxiety ridden for so long and didn’t see how long it had truly been. I am free. I am happy. I will never look back. TRY IT!
3/13/2019 5:37:02 AM,3 Stars,Rated  for Depression Report ,"I took this drug for 10 years. After being continuously raised on dose to 400 twice a day, my family asked that I see another doctor. Weaning off was EXTREMELY tortuous physically and mentally. It did help at first but my doctor would not try anything else. Since changing, I rarely have migraines, was having them daily. If a lower dose doesn't help, I recommend something else. Be honest and informative so your doctor can help you best as possible. Struggled for 44 years."
3/9/2019 7:21:02 AM,1 Stars,Rated  for Migraine Report ,"I took a 10mg dose before bed for about five days. Did nothing to prevent my migraines, it actually made them worse than usually. Also I got a very bad rash all across my back and shoulders that felt like I was on fire."
3/5/2019 3:44:58 PM,5 Stars,Rated  for Bipolar Disorder NOS Report ,"I have taken this for several months now, very very slowly titrating up to 150mg now. No side effects yet. I have noticed a slight antidepressant effect where I haven't felt depressed for more than maybe 1/2 hour on a few days. However I'm not sure about mania. Maybe we should raise the dose more because it seems I can get minor mania episodes and trouble sleeping with it if I'm not careful with my lifestyle. But overall it seems to be working ok."
3/4/2019 8:29:29 PM,2 Stars,Rated  for Bipolar II disorder Report ,"I have been on it for 3 months, I'm at 100mg. It is not helping me at all, in fact I feel worse. My doctor increased the dosage after I told him I was not feeling any better but worse!!!! I cry constantly & feel horribly depressed, much worse than before taking it. I am being weaned off of Seroquel from 300 mg down to 200 mgs so I'm not sure if thst is related with how I feel. I see my doctor next week & I am telling him this medication is making me feel worse!! Sleep problems, memory problems and also feeling extremely deoressed and feeling very racy. Apparently I am in the minority because it seems to help most people, but not me at all."
3/2/2019 5:23:20 PM,1 Stars,Rated  for Post-Traumatic stress disorder (PTSD) Report ,"I started this drug in Dec., 2018 for anxiety with 25mg. twice a day. I worked up to 100 mg. , then 150mg., then 200. It has had minimual effect on decreasing anxiety. In fact, I felt worse with 200 mg and have cut back to 150 mg, until I talk to my PA. I 'm not confident that it will help me if after nearyl 3 mo., I'm worse."
2/22/2019 10:10:38 AM,5 Stars,Rated  for Depression Report ,It was the only medicine that didn’t affect the real me and my personality. Everything else seemed to be too strong and make me feel like a zombie.
2/18/2019 4:54:53 AM,1 Stars,Rated  for Chronic fatigue syndrome (CFS; CFIDS; M.E.) Report ,"I was on this drug for 3 years and it worked in the beginning. The side effects where major sleep problems, could not get to sleep at night and had trouble getting up in the morning's. I would sit in a chair and loose track of time just felt stuck and spaced out. It caused muscle weakness and stiffness felt like a 90 year old person and I'm in my 30's. Just be careful with this one. It doesn't show side effects right away they creep up on you and it's HELL getting off it. Good luck and don't give up."
1/14/2019 12:00:23 PM,5 Stars,Rated  for Depression Report ,Lifesaver! Following a possible drug induced psychosis I went into a deep unipolar depression which got so bad I had to quit work. Commenced on abilify titrating up to 7.5mg followed by adding pritiq 200mg which helped some but couldn’t seem to get my motivation and zest for life back. Psychatrist suggested adding lamictal commencing on 25mg and going up by 25mg every two weeks until reaching 100mg. I could tell it was helping from the first pill but could not tell you how much it has helped me get back to normal life again. I think this should be the gold standard for severe depression. Truley a miricle drug.
1/11/2019 7:23:20 PM,5 Stars,Rated  for Post-Traumatic stress disorder (PTSD) Report ,"My doctor started me on the 25mg for 2 weeks, bumped me to 50mg for the next two weeks, then two weeks after I was up to a 100mg for a few more weeks, then finally I'm now on 200mg a day. I suffer from depression/PTSD and anxiety disorder. I've been on many anti-depressants and anxiety medications before. But, Lamictal I can seriously say saved my life."
1/11/2019 6:03:27 PM,5 Stars,Rated  for Depression Report ,"I've struggled with major depressive disorder for over 20 years. After working through the slow titration process, I now feel things I thought only existed in movies-hope, peace, calm, happiness, ability to get into REM sleep, in general what I think being truly alive must feel like-it has saved my life."
1/9/2019 10:26:38 PM,5 Stars,Rated  for Depression Report ,"I recently started this drug, I am currently on 100mg titrating up to 150mg. I was prescribed this for suicidal thoughts - my psychiatrist termed my issue as chronic suicidality (not sure how this is allowed to exist). It has reduced my suicidal thoughts SIGNIFICANTLY. I also take Effexor XR 225mg. I am very thankful for Lamictal."
1/5/2019 6:58:35 PM,1 Stars,Rated  for Depression Report ,Horrible memory loss effected job performance and relationships. Cried everyday and night. Blessedly off it for a month and feel almost normal.
12/31/2018 3:35:40 AM,4 Stars,Rated  for Bipolar II disorder Report ,I take Lamictal 300mg for mood swings from my Bipolar 2 along with Lezapro 20mg for depression and Xanax twice daily as needed for Generalized Anxiety Disorder. I really enjoyed Lamictal when i first got on it. I wouldn't say it helped much with depression. It helped a bit with anxiety. It helped the mood swings a lot. I started at 25mg and worked my way up to 300mg in a few months. Only side affect I have is short term memory loss and delayed reaction time. I feel like the medication is helping my mood and the side effects didnt bother me at first. Now the people around me notice it. I retell stories and information multiple times and repeat it and have no recollation that i said it already. I forget things quickly and my thoughts are jumbled. I might have to find a different mood stabilizer or change dose. I would still reccomend.
12/21/2018 2:01:37 AM,1 Stars,Rated  for Generalized anxiety disorder (GAD) Report ,"Developed DRESS syndrome as a reaction to this drug a few weeks after being prescribed and taking it. Laid in a hospital bed for 13 days and nearly had to receive a liver transplant. It took a few months to get healthy again. So yeah, be careful it doesn't just straight up kill you. I'm lucky to be alive according to the various doctors I now have to work with as I continue recovery."
12/15/2018 8:59:25 AM,2 Stars,Rated  for Depression Report ,"I was taking generic lamotrigine made by Teva, hopefully they keep their trend going on losing money and eventually fold. Teva makes very very low quality generic drugs and had a disaster with Welbutrin as well. I took name brand lamictal and it worked okay but was only on it for three months, the Teva generic version was beyond a nightmare, any generic is pretty much junk in my opinion. Generic drugs aren't even tested so that alone should make you stay away from them. Teva lamotrigine caused so many side effects it was unreal, hair loss, memory loss, graying hair, vision nearly lost, weight loss, headaches that would kill two elephants, dry skin, insonnia, lowered immune system. There's probably a few more but let's just say it would've been better to scoop out a glass of water out of a toilet and chug it back than taking this poison. GSK knows more about this drug than they are letting on, wtf? No mention of memory loss on the drug side effects? Hair loss is rare?? Come on, people are starting to wake up to the fact that the FDA and big pharma are sleeping together! Name brand Lamictal did show some benefits but the generic Teva brand was beyond awful....I hope that"
12/14/2018 3:40:49 AM,3 Stars,Rated  for Bipolar II disorder Report ,"I have taken Seroquel XR in the past, but these last few months I have been weaning off of it so my doctor prescribed Lamictal for BP disorder. So far I haven't felt much improvement but I did realize during recent bloodwork that my therapeutic blood level was too low. I'm currently taking 100mg of Lamictal, but I am also taking other meds to control my racing thoughts. I heard from some people that it is a wonderful and effective drug with little side effect especially if you're afraid to gain weight but you must start this med at a very low dose so you don't get the rash(Steven-Johnson syndrome). I wish everyone good luck but I think it's not helping me much for now yet I will stick with it for now perhaps in the near future my doctor and I will adjust the dosage to the correct therapeutic levels. Remember if this med isn't helping you then you must check your blood level before quitting this medication. Ask your doctor to check your blood levels. I think with this med you can take up to 400mg, but some people do well at a lower dose."
12/10/2018 12:15:07 AM,5 Stars,Rated  for Chronic fatigue syndrome (CFS; CFIDS; M.E.) Report ,"I’ve been taking lamictal for four years for its mood stabilizing properties. I have bipolar 1 and it’s the only mood stabilizer that works for me. No side effects at all other than amazing orgasms at 400 mg. The only problem is that I can’t orgasm without it now. Decreasing my dose causes Anorgasmia. I have to stay on it for the rest of my life and as long as I take it as prescribed (400mg), I have no problems, feel great, and have better orgasms."
12/5/2018 2:37:03 AM,5 Stars,Rated  for Panic disorder / agoraphobia Report ,Bipolar 2 w panic. This has stopped panic attacks all together! To me that is priceless.
11/18/2018 5:28:56 PM,3 Stars,Rated  for Bipolar II disorder Report ,"I am giving this an average 3 stars because I honestly did not feel a single change with lamictal. I started on it with depakote and olanzapine initally, and this significantly brought me down and I was less hyper. That was 3 months ago, and now im Just taking lamictal. Honestly it does not affect me at all. I stopped it for a month and felt exactly the same. I started it again for a week now just to see any difference, and if anything I feel sadder. I dont know now, if i Will keep on taking it as prescribed by my doctor, or just stop cold turkey. it has little or no effect on me."
10/25/2018 9:42:57 AM,3 Stars,Rated  for Generalized anxiety disorder (GAD) Report ,"I’m just upped my dose to 100mg a day from 50 mg a day. I’ve been on Lamictal for 28 days now, but haven’t noticed much improvement. I know these meds can take up to 8 weeks for the full effect to take place. So I haven’t given up hope. I’m just not there yet. I will update again after longer use."
10/1/2018 4:46:44 PM,1 Stars,Rated  for Bipolar II disorder Report ,"This drug is the absolute WORST. on top of not being able to sleep, my memory deteriorated at a rapid rate before I even knew what was happening. That in turn made my life on lamictal frustrating to not only me but those around me. My memory got so bad that I could barely even remember to medicate, which just made matters worse. I’ve been off Lamictal for a few months now and my memory is coming back, but I fear some Of it might be gone forever"
9/25/2018 4:34:28 AM,1 Stars,Rated  for Depression Report ,"I was on 100mg to counteract the effects of the Sertraline I was taking. It altered my personality, ruined my memory, clouded my focus and made me scatter brained. This drug has ruined my friendships, stalled my career and affected my health. It also affected my periods and made my hair fall out. I’ve been off it six months now and my cognitive function is - slowly - returning. I feel like I’m waking up from a nightmare."
8/30/2018 3:35:15 AM,5 Stars,Rated  for Migraine Report ,Lamictal literally changed my life for the better 12 years ago. I suffered from migraine with aura and into my early 20s I had at least 2/3 per week. The neurologist tried various medications but within a month of taking lamictal my migraines started to disappear altogether and I haven’t had a migraine or any side effects atall! Miracle drug for me
8/26/2018 8:36:30 AM,5 Stars,Rated  for Bipolar II disorder Report ,"Note: Besides for the main treatment for bipolar, I also used it to treat my bulimia eating disorder. I have been on this medicine for 4.5 years and it has changed my life around completely. I take a 150mg twice a day (300mg altogether). Never had any side effects. Would 100% recommend it if you want to feel like you can live again - happily live life."
8/10/2018 10:48:23 PM,5 Stars,Rated  for Bipolar II disorder Report ,"Deployed to Iraq as a healthy 20 yr old. Came back feeling on top of the world. But within the first month I began noticing odd behavior changes that worsened a couple years later to manic depressive episodes. Doctor put me on Lamictal after multiple failed SSRIs. It made things so much better and balanced my rapid changes in mood .Depression was typically in the evenings and lasted for a week, then followed by a rush of euphoria which typically lasted a couple days. It's hard to describe, I cant imagine the days before these types of drugs were available."
7/29/2018 5:04:09 PM,5 Stars,Rated  for Bipolar II disorder Report ,Saved my life. Helped me get 8 hours sleep instead of my frequently disrupted 4 - 5 hours for years.
7/27/2018 3:23:28 PM,5 Stars,Rated  for Bipolar II disorder Report ,"I was diagnosed with bipolar 2 disorder in December 2017. I began taking lamictal In January and was fully titrated on at 75 mg by March 2018. Things were definitely manageable; I wasn’t getting major migraines or staying in my depressive episodes for long. It took some time but there was definitely a noticeable change in the length and severity of my episodes. In the summer, I get even more depressed, and so my doctor prescribed me Lexapro (5 mg) to add to my regimen. Within 30 minutes of taking 5mg of Lexapro, I felt jittery but good! For the next two nights however, that jittering turned to anxiety and insomnia and I could not sleep at all. On the 3rd day, we decided to lower the Lexapro dosage to 2.5 mg and taken earlier in the day. Since then I have been able to sleep, function, etc normally! I didn’t think it was possible to feel good. I don’t feel hypomanic, and I haven’t felt depressed since taking the right dosage of the Lexapro. Sometimes I’m tempted to stop taking Lamictal because the Lexapro works so well. However if you have bipolar disorder, you should never stop taking your mood stabilizer."
7/24/2018 12:41:19 AM,4 Stars,Rated  for Bipolar II disorder Report ,I started lamictal at a low dose and now I am at 100mg a day. The first time I upped the dose to 100 I had extreme mood swings. I got extremely irritable but after a few days the mood swings seemed to die down. My mood swings are almost non existent. I will continue this medication
7/15/2018 12:07:52 PM,5 Stars,Rated  for Bipolar Disorder Report ,Lamictal has saved my life. I NEVER do these drug reviews but this is my second month on 200 mg and I feel great! I don't feel drugged up at all. The only side effect was hypo mania in the beginning but that settled!! Please give it a shot you won't regret it
6/5/2018 4:16:38 PM,5 Stars,Rated  for Bipolar II disorder Report ,Helped stabilize my mood quite well. Mania is completely manageable and my depression is under control with the addition of Pristiq. Missed doses caused nausea.
5/30/2018 12:51:56 AM,5 Stars,Rated  for Bipolar II disorder Report ,"I take 100 mg of Lamictal daily with 20 mg of Lexapro. I never allow myself to run out. It's my top priority now. It took my Psychiatrist 18 months to find these two drugs that work superbly for me. I've been on them for 9 years now and I feel absolutely normal. I have no mood swings, no panic attacks, and no anger issues anymore. I think the problems I face now are the same kind of problems any person has. I'm able to exercise patience now and think things through before making decisions whereas before I made bad choices and impulsive decisions and had a lot of trouble coping with every day life and every day problems. I feel content, even happy at times, and very centered. People can't tell that I'm bipolar which is a testament that psychiatric drugs can and do work."
5/23/2018 6:18:04 AM,3 Stars,Rated  for Bipolar II disorder Report ,"I loved taking Lamictal. I felt calm and neutral, things didn’t bother me as much. I was able to concentrate and focus. It felt great! Unfortunately, I had an allergic reaction to the med after dosing up & seemed immediate help as my rash was pretty severe. Sigh... other than that, it worked well."
