Date,Star,Condition,Rating
4/1/2015 8:55:50 PM,5 Stars,Rated  for Depression Report ,"This drug saved my life, as far as being able to function as a real person. I have been on it for over 6 years along with other drugs for sever depression. I do not know what I would have to do if I could not take this med. I have regular blood tests for several reasons every 6 mths. I am starting to have seizes unrelated to this med which started before taking this med. They finally saw something with a EEG this last time. But my neurologist is very consecutive on upping my dosage. It is better, once every week, 2 weeks from almost every day... I hope it gets better soon"
2/14/2014 1:52:30 PM,4 Stars,Rated  for Bipolar Disorder Report ,"I was prescribed generic carbamazepine 100mg for bipolar disorder.Taken for 9 months , still now I did not experienced any side effects of this med. it is effective. I got this medicine from http://goo.gl/Fowj3E"
5/9/2013 1:36:11 AM,3 Stars,Rated  for Tonic-clonic Seizures Report ,If you have seizures maby it can work for you
1/15/2013 8:11:06 PM,4 Stars,Rated  for Neuropathic Pain Report ,"Had very severe post hepatic neuropathic pain which did not respond to things like dihyrocodine etc. I am very intolerant to many drugs having adverse reactions to most things ,took Tegretol very reluctantly but had only minimal side effects which didn't last long and after a week/10 days it gave me good pain relief on 100mgs twice daily."
11/28/2012 4:36:25 AM,5 Stars,Rated  for Trigeminal Neuralgia Report ,Side effects at higher doses are unpleasant. Missing a dose or delaying a dose causes increase in number of pain events and severity. Good for control until you cant go up on the dose anymore and procedure needs to be done.
12/26/2011 10:05:05 AM,5 Stars,Rated  for Partial Seizures Report ,"Have had Hx since childhood of partial seizures extending at times to grand mal seizures. The Phenobarbital stopped the grand mal seizures totally & have never had another one in over 30 yrs. Had a high stress job & was working way too many hrs - overtime, swing-back shifts and became very fatigued and run-down. Then the partials started back in again & the Tegretol seems to have stopped them. Have been taking Tegretol XR 600 mg/day but the XR is expensive. My neurologist has agreed to reg. Tegretol 800 mg/.day (which costs only $4/mo). Feel bit more tired with Tegretol though - only drawback."
5/16/2011 1:14:59 PM,1 Stars,Rated  for Bipolar II disorder Report ,"I was on Tegretol for only one month. Before that I had Abilify (which makes me gain 26 lbs). While in Tegretol 100mg , I have no episodes of mania nor hypomania. Instead I tend to shift towards depression. I have no changes in my weight, but my sleep pattern was hugely affected. I repeatedly woken up during the night, sometimes 4 or 5 times. I can't sleep continuously for more than 2 hrs, and the quality was very poor. During the day, I was very tired, drowsy, confused and cannot think. I constantly thought that this life was not worth living. My doctor quickly stop the Tegretol, unfortunately after that, my mood swings came back. Now I am in Lamictal. Finger cross, this will be better for me."
11/26/2009 1:54:39 AM,5 Stars,Rated  for Partial Seizures Report ,"Luckily, I experienced results with only 200 mg twice daily dose. Within 1 month of starting; no seizures. Have been seizure free for 2 years. I have partial complex usually ending up in secondary generalized seizures (aura, partial seizure, then loss of conscienceness). As for side affects; only during the second and third week of treatment; dizzy spells, confusion, lethargy. That all went away completely. I have to have blood tests every 6 months, otherwise, great."
9/18/2009 12:13:13 AM,0.5 Stars,Rated  for Depression Report ,"No one should take this medication without a complete blood count, and periodic follow up blood counts. Tegretol is a potent drug that can cause serious side effects including bone marrow depression, aplastic anemia and death. Any patient taking this medication should be counseled to report any temperature, sore throat or mouth ulcer. IMMEDIATE blood testing is indicated as well as medical evaluation. A skin rash may also indicate a serious drug reaction requiring medical intervention. Only use this drug as a last resort,"
5/1/2009 6:34:25 PM,4.5 Stars,Rated  for Epilepsy Report ,"Taken for 19 years. Compared to other medications, I think this one is very easy to take with minimal side effects."
4/13/2009 4:39:52 PM,4.5 Stars,Rated  for Epilepsy Report ,"I was diagnosed with Epilepsy in 1985 and have been taking Tegretol for the majority of this time. With a few years of trial and error of dosage, I have now taken the same dosage for 15 yrs. 200mg, 3x daily. I have not had a seizure in 3 yrs. Aside from being very careful at drug interactions and no grapefruit anything (works cuz I hate it anyway), avoid sun without sunscreen (no problem, I am fair skinned and burn easily) and yearly blood checkups on liver functionality and other lvls, I have had no problems. Just gotta pay attention to what works with your particular condition and adjust your life and dosage accordingly."
10/24/2008 7:25:49 PM,0.5 Stars,Rated  for Bipolar Disorder Report ,"This drug is famous for making people violent and even little 3 year olds suicidal. I got hyperangry and oversensitive with it, and took it for only a short time. My psych told me to go to the police if it got worse, I instead locked myself in a room and screamed for several days at a time. Trileptal is it's new derivative, and reports show it has the same effects, too."
10/1/2008 3:17:29 AM,3.5 Stars,Rated  for Epilepsy Report ,I had taken my first Seziure at 16 yrs and my doctor has recommended different types of meds before resorting to this medication due to my young age and want to have children in the future. However after two years of trying many meds and No luck calming or decreasing my three times a week+ seziures he decided for my life it was better to try. I did and seziure activity has decreased to once a month. I have had two children well on this medication one was perterm with nothing wrong. and the other has speach difficulties. They were both healthy but small birth weights. Medication was decreased during pregnancy. However I am not allowed anymore children due to my life almost being lost during my pregnacy of my second. Really like this medication min side affects comepared to others.
3/12/2008 10:36:17 PM,4 Stars,Rated  for Epilepsy Report ,"forgot to mention I experience dry mouth, acid reflux, and IBS. Bummer. But the drug is effective"
1/8/2008 10:19:53 PM,2 Stars,Rated  for Migraine Report ,"I was prescribed Tegretol for seizures, but my neuro was hopeful it would help with my migraines. Unfortunately, that was not the case. The side effects for the dosage I was on were substantial as well - always felt like I was in a fog. New and improved Tegretol - aka Trileptal - is not as bad, but also does not touch my migraines.c"
12/19/2007 8:56:45 PM,0.5 Stars,Rated  for Bipolar Disorder Report ,While I have no perceived improvement in mood swings I am experiencing significant memory impairment from this drug.
10/31/2007 5:44:16 PM,1.5 Stars,Rated  for Headache - Cluster Report ,The drug did not seem to stop or slow down the amount of or severity of attacks. It made me feel slugish and out of it. For CH I would not recomend this as a prevenitive.
10/21/2007 5:03:55 PM,5 Stars,Rated  for Bipolar Disorder Report ,"I have been taking Tegretol, since i was dianoised with bi-polor in 1980. they tried lithuim first but had grandmall seizeir 4 weeks later and ended up in hospital...so Tegtol has been my main mood stablizer. i have my blood work done every 3 months. this helps to know the range my meds are in. from 1-10 through out the years they have been uped. to now 400mgs. a nite and have been sinch 1995. my level is holding good.and steady. I also take this at nite with my other meds....it has been wonderful in helping with my bi-polor. and stablizing me"
9/25/2007 5:32:40 PM,5 Stars,Rated  for Bipolar Disorder Report ,"I was having trouble with lithium side effects. Due to asthma, I could not take a drug that would put on weight. My weight is staying the same and I am able to get around more without the problems lithium caused."
6/17/2007 11:58:24 PM,4.5 Stars,Rated  for Bipolar Disorder Report ,"I was dagnosed with bipolar. I cannot remember if it is 1 or 2. have been on Tegretol for only one week. My thoughts appear to be clear. I have no thoughts of suicide. I DO, however feel a litte unsteady on my feet. I hope this will pass. I had been on Lithium for five years along with Lexapro. Too many side effects from Lithium. That is why the DR switched me to Tegretol. I sure hpoe it works."
5/13/2007 2:00:55 PM,4.5 Stars,Rated  for Bipolar I disorder Report ,"I've been taking Tegretol ER for over 2 years now for bipolar I, after having no success with Lithium (too toxic) or Depakote (the zombie-making weight-gain pill!). I think Tegretol is great. I've had no breakthrough mania while taking it. Also, Tegretol has brought excellent stability to my moods with very few side effects. At first I had headaches and was pretty sleepy, but that has gone away completely. I gave it 9s, not 10s, only because Tegretol is not sufficient to stabilize my mood 100%. We had to add a very low dose of Geodon to round it out. Also, it doesn't seem to have any anti-depressant properties, so I also need to take a medium-sized dose of Lexapro. All-in-all, I think Tegretol does an excellent job, making me feel solid and even without dulling me out or making me tired. Even at a very high dose, I don't have that heavily medicated feeling."
12/8/2006 11:22:07 PM,3 Stars,Rated  for Multiple sclerosis - Primary progessive (PPMS) Report ,"It served it''s purpose but made me too tired. All the time I was taking this drug I had no idea how relaxed and layed back I had become. I wan't willing to do anything that took any effort what so ever. Not that I could a lot of the time but there were times I could have got back on my feet if I were not half sleeping all the time. It did stop most neurological pain, most of the time. It was never 100% but what is? I would never start this again, I would prefer the pain. After quitting within a week or so I started getting back the fight I use to have in me. I am a lot better off now for stopping the use of it. It just seem to make me into a sombie. That doesn't mean it would for anyone or everyone else, as we can all see all the drugs work great on some and not at all on others. I would recommend trying it, but also watch for symptoms of sleepiness, lazy, careless, and so on. If you begin to lose your desire to fight on, quit the pills. Dealing with MS one needs all the fight they can get, not a drug that knocks the fight out of you."
11/23/2006 9:29:59 PM,3 Stars,Rated  for Epilepsy Report ,"Whilst on carbamazipine i was stable. At the age of 22 i discovered i had polysystic ovaries and was supposdly infertile (no periods). I was stable on carbomazipine but if i missed a dose i would take a grand mal (side effect),i only have partial. At thirty i discovered i was pregnant. My son was born with a complex heart condition, after reconstuctive surgery he is as fit as any other child. After birth i decided i wanted to change my meds due to these effects however after several trials i have decided Carbamazipine is better suited to me. Young women and bearing aged women need to aware of these side effects otherwise a good drug. Careful with dosage as to much can knock you of your feet, literally."
11/17/2006 12:36:29 PM,4 Stars,Rated  for Panic disorder / agoraphobia Report ,"Works very well so far!!!! I began this treatment about 11 days ago (for bi-polar, of which I suffer from quite severely) and it is working very well. I did have an AWFUL headache for the first 5 days (?) but I weathered through, and it's gone, and I am quite in control of myself, at least moreso than before! I can talk myself out of ANXIETY ATTACKS more effectively, and I can focus on things I need to accomplish MUCH MORE than I ever could. I even left the house to go to a STORE (albeit for 5 minutes, and accompanied by my husband, but still). I did not expect it to have any effect on my approach to my own anxiety problems, as it is not normally used for that. I am pretty excited about this medication - WISH ME LUCK!!!!"
11/17/2006 12:33:13 PM,4 Stars,Rated  for Bipolar I disorder Report ,"Works very well so far!!!! I began this treatment about 11 days ago (for bi-polar, of which I suffer from quite severely) and it is working very well. I did have an AWFUL headache for the first 5 days (?) but I weathered through, and it's gone, and I am quite in control of myself, at least moreso than before! I have not had the urge to either binge or starve myself, and although I still have very high ""ups"" and very low ""downs"", they are very quick in duration now (I became very upset the other day, and normally would have spent a week in bed, but I was fine in about five minutes, like a ""regular"" person!). My nervousness, hyperness and pressured-speech are evened-out quite a bit, too. I can talk myself out of anxiety attacks more effectively, and I can focus on things I need to accomplish MUCH MORE than I ever could. I am pretty excited about this medication - WISH ME LUCK!!!!"
11/13/2006 6:14:16 PM,2.5 Stars,Rated  for Bipolar I disorder Report ,"made matters worse I was prescribed this med for a nasty irritable, racing thought, reckless driving, hypomanic episode. It did one thing, made me drowsy enough to calm me down and sleep, sleep, sleep. It increased my binge eating when I was awake especially for junk food, it made my irritability worse to the point of feeling 'homicidal' (that's when I stopped taking it). I had broken sleep, an increase in depressive/suicidal thoughts, and an increase in repeating thoughts (really annoying, I would read things over and over and repeat things in my mind that people said or I heard over and over). One of the worse of the 24 meds so far that have been tried to control my moods. I'm Bipolar I, Borderline, OCD. Currently bipolar depressed."
11/8/2006 7:51:44 PM,4.5 Stars,Rated  for Multiple sclerosis - Secondary progressive (SPMS) Report ,"pain free! anyone who has felt that horribly sharp, jutting pain shooting up from your tooth toward your scalp definately wants relief! went to the dentist 1st who had no recommendations. my neuro said it is tri??? neuralgia--i forget the 1st word. med was / is quite effective for me, but makes me sleeeeeeeeeepy, so i take 1, 2x/day and only take the rest if i need them which is hardly ever. fortunately, i only experienced this in the left, upper quadrant of my face---could not even touch my hair. neuro suggested i reduce meds from time to time as condition can resolve itself. perhaps i will try just one pill and see what happens--wish me luck!"
10/29/2006 7:32:52 AM,3.5 Stars,Rated  for Epilepsy Report ,Good I was taking it together with Rivotril (0.5 grams a day) together with a multivitamin and I think it worked generally speaking. At first I was prescribed 1200 mg a day and at 2 different dates a few months a part I had double vision. Upon consultation with my neurologist she referred me to an opthalmalogist. Based on the results of the examination my neurologist decided to decrease my dosage to 1000 mg a day but still take the other medicines I was talking. I had an experience wherein in the entirety of experiencing around 12 seizures while asleep without walking up for the entirety of one year.My wife informed me of the event when I wake up in the morning concerned where I feel some fatigue. I later transferred to another neurologist who placed me into Tegretol but at a lower level (first at 800 mg a day and later at 400 mg) together with Keppra and where I experience the virtually the same number of seizures (partial) though they all transpired daytime for one year and one grand mal. Sleepiness and/or fatigue and anxiety are what I also may say as side effects of the medicine I was taking.
10/24/2006 8:59:44 PM,3 Stars,Rated  for Epilepsy Report ,"The XL was a better med for me, less side effects It appeared to work but there were some side effects primarily memory loss. The XL Seemed to fit the remedy better. After 8 years the effectiveness seems to be lessening"
10/18/2006 1:02:27 AM,4 Stars,Rated  for Bipolar I disorder Report ,"Keeps me stable Hi, I had written about being on Trileptal, and that was in 2004-2005, but that made me really sleepy so I went back on Tegritol. This is working good for me now, I take 2 in the morning with my other meds and then 2 at bedtime. This combination seems to work. I also take trazadone for sleeping. I guess I need to rate that also!!!"
10/13/2006 12:46:22 AM,4.5 Stars,Rated  for Epilepsy Report ,Epilepsy Medications Tegretol works great for me. Right Tempral Lobe damaged during birth. I wasn't diagnosed until I was 32 years old and suffered from petite mal seizures for as long as I remember. Then my husband saw me having a grand mal seizure in my sleep! That explained why I would wake up with bruises. Generic Tegretol does NOT work for me. The fillers use up the active ingredient at a faster rate than the brand name thus putting me under medicated. I was taking the maximum dosage at that time. Now using brand name Tegretol I was able to cut my morning dose by half but still continue to take 600 mg at night because I figure if I get grand mal seizures in my sleep I might as well not cut that dose. It's worked great for the last 27 years. I'm 59 years old at present.
10/12/2006 9:56:17 PM,3 Stars,Rated  for Epilepsy Report ,"Tegretol I find Tegretol to be a very useful in keeping my seziures at bay, I like the fact you can check your blood for your levels to make sure you have a consistent level at all times. Tegretol combined with other drugs is an unbeatable combination."
10/12/2006 6:14:29 PM,4.5 Stars,Rated  for Epilepsy Report ,"excellent This was excellent medication for seizures. While taking I did not have one seizure. However amalze increase and came off, then had seizures with Keppra."
10/12/2006 12:45:48 PM,2.5 Stars,Rated  for Epilepsy Report ,It was one of the better ones I had side effects. I had problems with seizures and side effects off and on. But it was one of the better ones for me.
10/10/2006 11:00:28 PM,3 Stars,Rated  for Depression Report ,"ok I experienced the worst studdering and word recall,andstill do sometimes. Though I do feel more relaxed and at ease ."
10/5/2006 4:09:46 PM,1 Stars,Rated  for Cyclothymic disorder Report ,"Very bad for me This medicine was untolerable to me. It caused difficulty breathing and swelling of my body. Very uncomfortable and extremely frightening. Not the drug for me. If you are sensitive to any of the 'triptyline' drugs, I strongly advise against this one."
10/5/2006 4:09:33 PM,1 Stars,Rated  for Panic disorder / agoraphobia Report ,"Very bad for me This medicine was untolerable to me. It caused difficulty breathing and swelling of my body. Very uncomfortable and extremely frightening. Not the drug for me. If you are sensitive to any of the 'triptyline' drugs, I strongly advise against this one."
10/3/2006 2:44:40 PM,1 Stars,Rated  for Bipolar II disorder Report ,"Horrible side effects I started out taking 100 mg. twice daily and then moved up to 200 mg. twice daily.My first symptom was sore lymph glands under my arm. I thought I was getting a flu or cold, then I began to get these tiny blisters all over the palms of my hands. My feet also started to become affected. I then noticed I just felt sick like a constant flu, and very sleepy. I believe I was having a allergic reation to the drug and stopped taking it as slowly as I could. My hands have started to clear as well as my feet. I have to see my Doctor to see what we will try next."
9/26/2006 10:06:56 AM,3 Stars,Rated  for Depression Report ,took it for petit mal seizures didn't help with depression....seizures went away when I stopped taking the medication that caused the seizures in the first place.....Desyerl.
9/19/2006 11:39:08 PM,0.5 Stars,Rated  for Epilepsy Report ,"worst experience for my son My son was put on Tegretol and by the middle of the second week he could no longer stand by himself. If he tried to walk or run he fell. One time ryan just walked away from his toys and he fell so hard he cut his lips. I called the DR. That is when we put him on Keppra. Even with the terrible side effects, the seizures just kept coming."
8/31/2006 5:47:52 PM,4 Stars,Rated  for Epilepsy Report ,"Loss of sex drive Since I have been on tegretol I have not had a seizure which has been over 4 years. I have had the usual side effects such as weight gain( 80lbs), tiredness, dizzyness, but the one side effect that has pretty much ruined my relationship with my girl freind is my loss of libido. I contribute this to the fact that my testosterone is now way lower then it should be. I have found a study online that was done on rats. The study said that the rats being given high doses of tegretol had a significant reduction in testosterone and sperm count. has anybody else experienced these problems? dlewis1982@comcast.net"
8/16/2006 4:59:35 PM,3 Stars,Rated  for Epilepsy Report ,"First seizure medication - increased, then changed I was prescribed Tegretol after suffering my first grand mal at the age of 32, which baffled everyone. None of the scans showed anything; I had also experienced partials over the previous year but didn't realize what they were (I literally could not read and had a very short attention span for brief periods). I was told that Tegretol was considered a good ""first try"" medication - it has been around awhile, good track record and a good way to gauge what may work best for me. For the first year I was on a ""starter dose"" - 100mg three times a day. The partial sezures were reduced somewhat. The dosage was increased to 200mg 3X/day to try to eliminate those, which helped further. I did have another grand mal about two years later, so the thought was that another medication would be more beneficial rather than increase the dose. As far as side effects, I was initially very drowsy for the first month or so, even at such a low dose - but this diinshed as I became accustomed to the Tegretol. I did gain weight (water retention, which was new to me as a man) and that did not change throughtout my usage. My neurologist was very frank with me - they really don't know how most of these medications work, so trial and error is a part of the treatment process. This has helped me keep perspective and be observant of changes."
8/7/2006 7:56:06 AM,3.5 Stars,Rated  for Bipolar II disorder Report ,"A low down dirty shame ... that I'm allergic. After three years of depressive mixed states, I thought I'd finally found THE MED in Tegretol. It was amazing. It was pretty much good for virtually every aspect of my mental state, including motivation, drive, confidence. Most importantly I could finally feel genuine emotions: happiness, sadness, etc. The tegretol basically stopped the constant feelings of being overwhelmed, aggitated and/or beat down. But as I raised the dose I noticed itching and irriation of my ears, nose, throat, eyelids and even my urethra. (Sorry for TMI.) As if this wasn't evidence enough of an allergic reaction, my liver enzymes got way elevated. So my pdoc is having me discontinue. I'm down to 200 mg now and I already feel the scary darkness creeping back in. It's such a shame to have gotten just a taste of what feeling okay might be like before getting yanked back onto the med-go-round again. From what I understand, allergic reactions are pretty uncommon and can almost always be caught with careful monitoring. I think this drug should be prescribed more commonly for BP, but maybe pdocs don't like the extra effort involved with the bloodwork."
7/12/2006 1:12:39 PM,3 Stars,Rated  for Bipolar I disorder Report ,NOT FOR ME SO NAUSEA I COULDN'T STAND UP TO GO TO WORK I HAD TO STOP TAKING IT.
7/5/2006 9:06:43 PM,2.5 Stars,Rated  for Autism Report ,"Not any better than Trileptal, if not Worse! My son became manic on long term Lexapro, an SSRI, for his OCD behaviors, and Trileptal seemed to have worked to control that from June to Dec of 2005. Winters are very hard for my 6 year old and he gets completely out of control with OCD and the higher the SSRI, the more manic he becomes in addition to being OCD. We switched to Tegretal which is the more muscular cousin of Trileptal, and not only saw no changes, but also he became ravenous, and gained weight. The doc told us to up the dose, but that did nothing. What worked was getting into late spring and also switching to Abilify. I have to wait until next winter to see what Abilify will do for us then."
6/29/2006 4:46:45 PM,4 Stars,Rated  for Bipolar I disorder Report ,"Lovin' it Now been on Tegretol 6 months. I have never felt better than i do now and it all seems to have started around then. Unfortunately i also started some hormone treatment for endometriosis around the same time. So, I'm unsure that it's definately the tegretol helping me. The hormone treatment finishes in a month so i guess I'll find out then! When I first started the treament the side effects were pretty bad. My pdoc wanted me on 800mg but when i got up to that i felt so dizzy and generally awful that i went back down to 600mg and stayed there. I actually take 200mg in the morning and 400mg at night but there was no option for that above. I stuck through the first 6 weeks or so of side effects and now have abslolutely none. I feel great and I love it!"
6/27/2006 1:55:47 PM,3 Stars,Rated  for Bipolar I disorder Report ,"Moderate Not as effective as I would like, but better than nothing"
6/27/2006 6:53:25 AM,1.5 Stars,Rated  for Bipolar II disorder Report ,"Bad movie psych ward This drug put me out of the world. I would just sit in a chair kindo of leaning to one side with a slack face and muscles that didn't want to move. Yuck. Then, even after I'd stopped taking it it would flash back on me and do the muscle relaxer thing at random times. I threw those away in a hurry."
6/21/2006 5:28:32 PM,3.5 Stars,Rated  for Bipolar I disorder Report ,"Works for me Been on it for years. Liked it better than lithium. Use in conjuction with effexor for BP1. The price is right, but need to take 5-100mg tablets a day."
6/1/2006 11:19:27 PM,1 Stars,Rated  for Multiple sclerosis - Relapsing-remitting (RRMS) Report ,didn't help used to help tingling/pain in hands and feet. made them a lot worse. felt quite flat emotionally. tired. made urine flow stop/start symptoms worse. stopped using when my belly swelled up and went rigid. it scared me.
5/22/2006 2:07:30 PM,2 Stars,Rated  for Epilepsy Report ,"I wish i looked at my other choices! I used Carbamazepine in combination with 2 other meds. This drug worked but my head was so messed up, i couldn't walk, stand up ...."
5/8/2006 9:13:40 PM,1.5 Stars,Rated  for Bipolar I disorder Report ,Immediate disappointment Tegretol caused an immediate decline in my mood and given my medication resistant background was ceased fairly quickly.
5/5/2006 9:27:34 AM,4 Stars,Rated  for Epilepsy Report ,Good unti the change of life I was seizure-free for almost 7 years.
5/4/2006 5:12:46 PM,0.5 Stars,Rated  for Epilepsy Report ,"SEVERE ALLERGIC REACTION I BLEW UP LIKE A BALLOON, ALONG WITH HIVES AFTER JUST A COUPLE OF DAYS. DR. TOLD ME NEVER TO TAKE AGAIN AS NEXT TIME REACTION WOULD BE EVEN WORSE!!!"
5/2/2006 9:14:23 PM,4 Stars,Rated  for Bipolar I disorder Report ,"no problems but not very effective overall tried this as I was worried about weight gain.Had to use different contraception as tegretol reduced effectiveness of the pill.Didn,t prevent a major manic episode and have had to take other meds to bring me down.tried depakote but gained weight am in process of changing from tegretol to lamactical as i have been a bit tired and lethargic during the winter and got a bit high last oct even though i was taking the tablets."
5/2/2006 12:47:27 PM,1 Stars,Rated  for Autism Report ,"Tegritol Our experience with this medication was, least to say, disasterous. The first few days thre was definate improvement in aggression and tantrums as well as better sleeping, but then the peaceful mood changed to drugged. He became very quiet and sleeping much too much. After 2 weeks, one Sunday, he fell asleep during the morning and by lunchtime we could not get him to wake up completely - disorientated and no muscle tone. Off to hospital to discover a tocsic reaction to the medicine."
4/14/2006 4:22:46 AM,2.5 Stars,Rated  for Bipolar I disorder Report ,not for me!!!!!! took it a month didnt help me actually turned suicidal and was hospitalized........
3/26/2006 5:31:19 AM,2.5 Stars,Rated  for Epilepsy Report ,"More Dangerous than I thought... Tegretol XR works for me (no seizures in 3 1/2 yrs) with Trileptal as an add-on drug w/usual side-effects. Weight gain, dizziness, always tired. Question for women - Have any of you had problems with Polycystic Ovary Syndrome? I have read lately that anti-convulsants can cause this disorder. If so... I am getting out. If this is true...Tegretol's side effects are more brutal than I thought. Anyone else experiencing this?"
